cat_value,level_1,direction,counts,n,freq,label,region,var,country
"(3, 6]",1,Negative,814,3135,0.2596491228070175,26.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(3, 6]",2,Positive,603,3135,0.1923444976076555,19.2 %,Bourgogne-Franche-Comté,temperature,FRA
"(6, 9]",0,NS,1938,3465,0.5593073593073593,55.9 %,Bourgogne-Franche-Comté,temperature,FRA
"(6, 9]",1,Negative,959,3465,0.2767676767676768,27.7 %,Bourgogne-Franche-Comté,temperature,FRA
"(6, 9]",2,Positive,568,3465,0.16392496392496392,16.4 %,Bourgogne-Franche-Comté,temperature,FRA
"(9, 12]",0,NS,2340,4102,0.5704534373476353,57.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(9, 12]",1,Negative,1262,4102,0.3076548025353486,30.8 %,Bourgogne-Franche-Comté,temperature,FRA
"(9, 12]",2,Positive,500,4102,0.12189176011701609,12.2 %,Bourgogne-Franche-Comté,temperature,FRA
"(12, 15]",0,NS,2369,3924,0.6037206931702345,60.4 %,Bourgogne-Franche-Comté,temperature,FRA
"(12, 15]",1,Negative,1125,3924,0.286697247706422,28.7 %,Bourgogne-Franche-Comté,temperature,FRA
"(12, 15]",2,Positive,430,3924,0.10958205912334353,11.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(15, 18]",0,NS,1850,3300,0.5606060606060606,56.1 %,Bourgogne-Franche-Comté,temperature,FRA
"(15, 18]",1,Negative,1070,3300,0.3242424242424242,32.4 %,Bourgogne-Franche-Comté,temperature,FRA
"(15, 18]",2,Positive,380,3300,0.11515151515151516,11.5 %,Bourgogne-Franche-Comté,temperature,FRA
"(18, 21]",0,NS,2136,3630,0.5884297520661157,58.8 %,Bourgogne-Franche-Comté,temperature,FRA
"(18, 21]",1,Negative,1102,3630,0.30358126721763085,30.4 %,Bourgogne-Franche-Comté,temperature,FRA
"(18, 21]",2,Positive,392,3630,0.10798898071625344,10.8 %,Bourgogne-Franche-Comté,temperature,FRA
"(21, 24]",0,NS,1796,2926,0.6138072453861928,61.4 %,Bourgogne-Franche-Comté,temperature,FRA
"(21, 24]",1,Negative,758,2926,0.25905673274094326,25.9 %,Bourgogne-Franche-Comté,temperature,FRA
"(21, 24]",2,Positive,372,2926,0.127136021872864,12.7 %,Bourgogne-Franche-Comté,temperature,FRA
"(24, 27]",0,NS,828,1408,0.5880681818181818,58.8 %,Bourgogne-Franche-Comté,temperature,FRA
"(24, 27]",1,Negative,318,1408,0.22585227272727273,22.6 %,Bourgogne-Franche-Comté,temperature,FRA
"(24, 27]",2,Positive,262,1408,0.18607954545454544,18.6 %,Bourgogne-Franche-Comté,temperature,FRA
"(27, 30]",0,NS,601,990,0.6070707070707071,60.7 %,Bourgogne-Franche-Comté,temperature,FRA
"(27, 30]",1,Positive,211,990,0.21313131313131314,21.3 %,Bourgogne-Franche-Comté,temperature,FRA
"(27, 30]",2,Negative,178,990,0.1797979797979798,18.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(2, 4]",0,NS,1547,2431,0.6363636363636364,63.6 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(2, 4]",1,Negative,551,2431,0.22665569724393253,22.7 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(2, 4]",2,Positive,333,2431,0.1369806663924311,13.7 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(4, 6]",0,NS,2488,3908,0.6366427840327533,63.7 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(4, 6]",1,Negative,893,3908,0.22850562947799385,22.9 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(4, 6]",2,Positive,527,3908,0.13485158648925283,13.5 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(6, 8]",0,NS,3451,5511,0.6262021411722011,62.6 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(6, 8]",1,Negative,1353,5511,0.24550898203592814,24.6 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(6, 8]",2,Positive,707,5511,0.12828887679187082,12.8 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(8, 10]",0,NS,3465,5620,0.6165480427046264,61.7 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(8, 10]",1,Negative,1359,5620,0.24181494661921707,24.2 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(8, 10]",2,Positive,796,5620,0.14163701067615658,14.2 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(10, 12]",0,NS,2702,4510,0.5991130820399113,59.9 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(10, 12]",1,Negative,1074,4510,0.23813747228381374,23.8 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(10, 12]",2,Positive,734,4510,0.16274944567627495,16.3 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(12, 14]",0,NS,1881,3102,0.6063829787234043,60.6 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(12, 14]",1,Negative,617,3102,0.19890393294648614,19.9 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(12, 14]",2,Positive,604,3102,0.1947130883301096,19.5 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(14, 16]",0,NS,752,1254,0.5996810207336523,60.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(14, 16]",1,Negative,258,1254,0.20574162679425836,20.6 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(14, 16]",2,Positive,244,1254,0.19457735247208932,19.5 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Bourgogne-Franche-Comté,absolute_humidity,FRA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(0, 3]",0,NS,186,468,0.3974358974358974,39.7 %,Bretagne,temperature,FRA
"(0, 3]",1,Negative,162,468,0.34615384615384615,34.6 %,Bretagne,temperature,FRA
"(0, 3]",2,Positive,120,468,0.2564102564102564,25.6 %,Bretagne,temperature,FRA
"(3, 6]",0,NS,1281,2366,0.5414201183431953,54.1 %,Bretagne,temperature,FRA
"(3, 6]",1,Negative,584,2366,0.24683009298393913,24.7 %,Bretagne,temperature,FRA
"(3, 6]",2,Positive,501,2366,0.2117497886728656,21.2 %,Bretagne,temperature,FRA
"(6, 9]",0,NS,1935,3290,0.5881458966565349,58.8 %,Bretagne,temperature,FRA
"(6, 9]",1,Negative,829,3290,0.2519756838905775,25.2 %,Bretagne,temperature,FRA
"(6, 9]",2,Positive,526,3290,0.15987841945288753,16.0 %,Bretagne,temperature,FRA
"(9, 12]",0,NS,2646,4345,0.60897583429229,60.9 %,Bretagne,temperature,FRA
"(9, 12]",1,Negative,1237,4345,0.2846950517836594,28.5 %,Bretagne,temperature,FRA
"(9, 12]",2,Positive,462,4345,0.10632911392405063,10.6 %,Bretagne,temperature,FRA
"(12, 15]",0,NS,3165,5431,0.5827656048609833,58.3 %,Bretagne,temperature,FRA
"(12, 15]",1,Negative,1689,5431,0.310992450745719,31.1 %,Bretagne,temperature,FRA
"(12, 15]",2,Positive,577,5431,0.10624194439329773,10.6 %,Bretagne,temperature,FRA
"(15, 18]",0,NS,2448,4158,0.5887445887445888,58.9 %,Bretagne,temperature,FRA
"(15, 18]",1,Negative,1184,4158,0.28475228475228476,28.5 %,Bretagne,temperature,FRA
"(15, 18]",2,Positive,526,4158,0.1265031265031265,12.7 %,Bretagne,temperature,FRA
"(18, 21]",0,NS,1294,2222,0.5823582358235824,58.2 %,Bretagne,temperature,FRA
"(18, 21]",1,Negative,616,2222,0.27722772277227725,27.7 %,Bretagne,temperature,FRA
"(18, 21]",2,Positive,312,2222,0.1404140414041404,14.0 %,Bretagne,temperature,FRA
"(21, 24]",0,NS,817,1562,0.5230473751600512,52.3 %,Bretagne,temperature,FRA
"(21, 24]",1,Negative,486,1562,0.3111395646606914,31.1 %,Bretagne,temperature,FRA
"(21, 24]",2,Positive,259,1562,0.16581306017925737,16.6 %,Bretagne,temperature,FRA
"(24, 27]",0,NS,134,330,0.40606060606060607,40.6 %,Bretagne,temperature,FRA
"(24, 27]",1,Positive,130,330,0.3939393939393939,39.4 %,Bretagne,temperature,FRA
"(24, 27]",2,Negative,66,330,0.2,20.0 %,Bretagne,temperature,FRA
"(27, 30]",0,Positive,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(27, 30]",1,Negative,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(27, 30]",2,NS,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Bretagne,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(2, 4]",0,Positive,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(2, 4]",1,Negative,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(2, 4]",2,NS,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(4, 6]",0,NS,2010,2938,0.684138869979578,68.4 %,Bretagne,absolute_humidity,FRA
"(4, 6]",1,Negative,604,2938,0.20558202859087815,20.6 %,Bretagne,absolute_humidity,FRA
"(4, 6]",2,Positive,324,2938,0.1102791014295439,11.0 %,Bretagne,absolute_humidity,FRA
"(6, 8]",0,NS,3371,4851,0.6949082663368378,69.5 %,Bretagne,absolute_humidity,FRA
"(6, 8]",1,Negative,1061,4851,0.21871779014636158,21.9 %,Bretagne,absolute_humidity,FRA
"(6, 8]",2,Positive,419,4851,0.08637394351680067,8.6 %,Bretagne,absolute_humidity,FRA
"(8, 10]",0,NS,4920,7007,0.7021549878692736,70.2 %,Bretagne,absolute_humidity,FRA
"(8, 10]",1,Negative,1516,7007,0.21635507349793065,21.6 %,Bretagne,absolute_humidity,FRA
"(8, 10]",2,Positive,571,7007,0.08148993863279577,8.1 %,Bretagne,absolute_humidity,FRA
"(10, 12]",0,NS,3992,5786,0.6899412374697546,69.0 %,Bretagne,absolute_humidity,FRA
"(10, 12]",1,Negative,1313,5786,0.22692706533010715,22.7 %,Bretagne,absolute_humidity,FRA
"(10, 12]",2,Positive,481,5786,0.08313169720013827,8.3 %,Bretagne,absolute_humidity,FRA
"(12, 14]",0,NS,2798,3806,0.7351550183920126,73.5 %,Bretagne,absolute_humidity,FRA
"(12, 14]",1,Negative,632,3806,0.16605359957961113,16.6 %,Bretagne,absolute_humidity,FRA
"(12, 14]",2,Positive,376,3806,0.09879138202837624,9.9 %,Bretagne,absolute_humidity,FRA
"(14, 16]",0,NS,1059,1276,0.8299373040752351,83.0 %,Bretagne,absolute_humidity,FRA
"(14, 16]",1,Negative,143,1276,0.11206896551724138,11.2 %,Bretagne,absolute_humidity,FRA
"(14, 16]",2,Positive,74,1276,0.05799373040752351,5.8 %,Bretagne,absolute_humidity,FRA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Bretagne,absolute_humidity,FRA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(-3, 0]",0,NS,536,1106,0.484629294755877,48.5 %,Centre — Val de Loire,temperature,FRA
"(-3, 0]",1,Negative,335,1106,0.30289330922242313,30.3 %,Centre — Val de Loire,temperature,FRA
"(-3, 0]",2,Positive,235,1106,0.21247739602169982,21.2 %,Centre — Val de Loire,temperature,FRA
"(0, 3]",0,NS,1161,2146,0.5410065237651445,54.1 %,Centre — Val de Loire,temperature,FRA
"(0, 3]",1,Negative,578,2146,0.26933830382106244,26.9 %,Centre — Val de Loire,temperature,FRA
"(0, 3]",2,Positive,407,2146,0.1896551724137931,19.0 %,Centre — Val de Loire,temperature,FRA
"(3, 6]",0,NS,1974,3143,0.6280623608017817,62.8 %,Centre — Val de Loire,temperature,FRA
"(3, 6]",1,Negative,696,3143,0.22144447979637288,22.1 %,Centre — Val de Loire,temperature,FRA
"(3, 6]",2,Positive,473,3143,0.15049315940184538,15.0 %,Centre — Val de Loire,temperature,FRA
"(6, 9]",0,NS,2287,3509,0.6517526360786549,65.2 %,Centre — Val de Loire,temperature,FRA
"(6, 9]",1,Negative,827,3509,0.23567968082074664,23.6 %,Centre — Val de Loire,temperature,FRA
"(6, 9]",2,Positive,395,3509,0.11256768310059846,11.3 %,Centre — Val de Loire,temperature,FRA
"(9, 12]",0,NS,2840,4147,0.68483240897034,68.5 %,Centre — Val de Loire,temperature,FRA
"(9, 12]",1,Negative,948,4147,0.22859898721967686,22.9 %,Centre — Val de Loire,temperature,FRA
"(9, 12]",2,Positive,359,4147,0.08656860380998312,8.7 %,Centre — Val de Loire,temperature,FRA
"(12, 15]",0,NS,2827,4650,0.6079569892473118,60.8 %,Centre — Val de Loire,temperature,FRA
"(12, 15]",1,Negative,1431,4650,0.30774193548387097,30.8 %,Centre — Val de Loire,temperature,FRA
"(12, 15]",2,Positive,392,4650,0.08430107526881721,8.4 %,Centre — Val de Loire,temperature,FRA
"(15, 18]",0,NS,1752,3234,0.5417439703153989,54.2 %,Centre — Val de Loire,temperature,FRA
"(15, 18]",1,Negative,1099,3234,0.3398268398268398,34.0 %,Centre — Val de Loire,temperature,FRA
"(15, 18]",2,Positive,383,3234,0.11842918985776128,11.8 %,Centre — Val de Loire,temperature,FRA
"(18, 21]",0,NS,2025,3696,0.5478896103896104,54.8 %,Centre — Val de Loire,temperature,FRA
"(18, 21]",1,Negative,1162,3696,0.3143939393939394,31.4 %,Centre — Val de Loire,temperature,FRA
"(18, 21]",2,Positive,509,3696,0.1377164502164502,13.8 %,Centre — Val de Loire,temperature,FRA
"(21, 24]",0,NS,1331,2222,0.599009900990099,59.9 %,Centre — Val de Loire,temperature,FRA
"(21, 24]",1,Negative,706,2222,0.3177317731773177,31.8 %,Centre — Val de Loire,temperature,FRA
"(21, 24]",2,Positive,185,2222,0.08325832583258326,8.3 %,Centre — Val de Loire,temperature,FRA
"(24, 27]",0,NS,1014,1694,0.5985832349468713,59.9 %,Centre — Val de Loire,temperature,FRA
"(24, 27]",1,Negative,356,1694,0.2101534828807556,21.0 %,Centre — Val de Loire,temperature,FRA
"(24, 27]",2,Positive,324,1694,0.1912632821723731,19.1 %,Centre — Val de Loire,temperature,FRA
"(27, 30]",0,NS,602,1012,0.5948616600790514,59.5 %,Centre — Val de Loire,temperature,FRA
"(27, 30]",1,Positive,232,1012,0.22924901185770752,22.9 %,Centre — Val de Loire,temperature,FRA
"(27, 30]",2,Negative,178,1012,0.17588932806324112,17.6 %,Centre — Val de Loire,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(2, 4]",0,NS,725,1150,0.6304347826086957,63.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(2, 4]",1,Negative,223,1150,0.19391304347826088,19.4 %,Centre — Val de Loire,absolute_humidity,FRA
"(2, 4]",2,Positive,202,1150,0.17565217391304347,17.6 %,Centre — Val de Loire,absolute_humidity,FRA
"(4, 6]",0,NS,2158,3193,0.6758534293767616,67.6 %,Centre — Val de Loire,absolute_humidity,FRA
"(4, 6]",1,Negative,651,3193,0.20388349514563106,20.4 %,Centre — Val de Loire,absolute_humidity,FRA
"(4, 6]",2,Positive,384,3193,0.12026307547760727,12.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(6, 8]",0,NS,3737,5665,0.6596646072374228,66.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(6, 8]",1,Negative,1284,5665,0.2266548984995587,22.7 %,Centre — Val de Loire,absolute_humidity,FRA
"(6, 8]",2,Positive,644,5665,0.11368049426301853,11.4 %,Centre — Val de Loire,absolute_humidity,FRA
"(8, 10]",0,NS,4620,6919,0.6677265500794912,66.8 %,Centre — Val de Loire,absolute_humidity,FRA
"(8, 10]",1,Negative,1533,6919,0.22156380979910392,22.2 %,Centre — Val de Loire,absolute_humidity,FRA
"(8, 10]",2,Positive,766,6919,0.11070964012140483,11.1 %,Centre — Val de Loire,absolute_humidity,FRA
"(10, 12]",0,NS,2944,4708,0.6253186066270179,62.5 %,Centre — Val de Loire,absolute_humidity,FRA
"(10, 12]",1,Negative,1111,4708,0.23598130841121495,23.6 %,Centre — Val de Loire,absolute_humidity,FRA
"(10, 12]",2,Positive,653,4708,0.1387000849617672,13.9 %,Centre — Val de Loire,absolute_humidity,FRA
"(12, 14]",0,NS,2279,3520,0.6474431818181818,64.7 %,Centre — Val de Loire,absolute_humidity,FRA
"(12, 14]",1,Negative,654,3520,0.18579545454545454,18.6 %,Centre — Val de Loire,absolute_humidity,FRA
"(12, 14]",2,Positive,587,3520,0.16676136363636362,16.7 %,Centre — Val de Loire,absolute_humidity,FRA
"(14, 16]",0,NS,1125,1716,0.6555944055944056,65.6 %,Centre — Val de Loire,absolute_humidity,FRA
"(14, 16]",1,Positive,317,1716,0.18473193473193472,18.5 %,Centre — Val de Loire,absolute_humidity,FRA
"(14, 16]",2,Negative,274,1716,0.15967365967365968,16.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(16, 18]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(16, 18]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(16, 18]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(18, 20]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(18, 20]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(18, 20]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(20, 22]",0,Positive,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(20, 22]",1,Negative,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(20, 22]",2,NS,0,0,0.0,0.0 %,Centre — Val de Loire,absolute_humidity,FRA
"(-6, -3]",0,Positive,0,0,0.0,0.0 %,Corse,temperature,FRA
"(-6, -3]",1,Negative,0,0,0.0,0.0 %,Corse,temperature,FRA
"(-6, -3]",2,NS,0,0,0.0,0.0 %,Corse,temperature,FRA
"(-3, 0]",0,Positive,0,0,0.0,0.0 %,Corse,temperature,FRA
"(-3, 0]",1,Negative,0,0,0.0,0.0 %,Corse,temperature,FRA
"(-3, 0]",2,NS,0,0,0.0,0.0 %,Corse,temperature,FRA
"(0, 3]",0,Positive,0,0,0.0,0.0 %,Corse,temperature,FRA
"(0, 3]",1,Negative,0,0,0.0,0.0 %,Corse,temperature,FRA
"(0, 3]",2,NS,0,0,0.0,0.0 %,Corse,temperature,FRA
"(3, 6]",0,Positive,0,0,0.0,0.0 %,Corse,temperature,FRA
"(3, 6]",1,Negative,0,0,0.0,0.0 %,Corse,temperature,FRA
"(3, 6]",2,NS,0,0,0.0,0.0 %,Corse,temperature,FRA
"(6, 9]",0,NS,423,913,0.4633077765607886,46.3 %,Corse,temperature,FRA
"(6, 9]",1,Negative,249,913,0.2727272727272727,27.3 %,Corse,temperature,FRA
"(6, 9]",2,Positive,241,913,0.26396495071193865,26.4 %,Corse,temperature,FRA
"(9, 12]",0,NS,1822,3248,0.5609605911330049,56.1 %,Corse,temperature,FRA
"(9, 12]",1,Negative,825,3248,0.25400246305418717,25.4 %,Corse,temperature,FRA
"(9, 12]",2,Positive,601,3248,0.18503694581280788,18.5 %,Corse,temperature,FRA
"(12, 15]",0,NS,1867,3817,0.489127587110296,48.9 %,Corse,temperature,FRA
"(12, 15]",1,Negative,1278,3817,0.33481791983232906,33.5 %,Corse,temperature,FRA
"(12, 15]",2,Positive,672,3817,0.1760544930573749,17.6 %,Corse,temperature,FRA
"(15, 18]",0,NS,1219,2530,0.4818181818181818,48.2 %,Corse,temperature,FRA
"(15, 18]",1,Negative,1144,2530,0.45217391304347826,45.2 %,Corse,temperature,FRA
"(15, 18]",2,Positive,167,2530,0.06600790513833991,6.6 %,Corse,temperature,FRA
"(18, 21]",0,NS,1085,2244,0.48351158645276293,48.4 %,Corse,temperature,FRA
"(18, 21]",1,Negative,896,2244,0.39928698752228164,39.9 %,Corse,temperature,FRA
"(18, 21]",2,Positive,263,2244,0.11720142602495544,11.7 %,Corse,temperature,FRA
"(21, 24]",0,NS,1539,2618,0.5878533231474408,58.8 %,Corse,temperature,FRA
"(21, 24]",1,Negative,610,2618,0.23300229182582124,23.3 %,Corse,temperature,FRA
"(21, 24]",2,Positive,469,2618,0.17914438502673796,17.9 %,Corse,temperature,FRA
"(24, 27]",0,NS,1590,2640,0.6022727272727273,60.2 %,Corse,temperature,FRA
"(24, 27]",1,Negative,534,2640,0.20227272727272727,20.2 %,Corse,temperature,FRA
"(24, 27]",2,Positive,516,2640,0.19545454545454546,19.5 %,Corse,temperature,FRA
"(27, 30]",0,NS,515,990,0.5202020202020202,52.0 %,Corse,temperature,FRA
"(27, 30]",1,Negative,246,990,0.24848484848484848,24.8 %,Corse,temperature,FRA
"(27, 30]",2,Positive,229,990,0.2313131313131313,23.1 %,Corse,temperature,FRA
"(30, 33]",0,Positive,0,0,0.0,0.0 %,Corse,temperature,FRA
"(30, 33]",1,Negative,0,0,0.0,0.0 %,Corse,temperature,FRA
"(30, 33]",2,NS,0,0,0.0,0.0 %,Corse,temperature,FRA
"(0, 2]",0,Positive,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(0, 2]",1,Negative,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(0, 2]",2,NS,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(2, 4]",0,Positive,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(2, 4]",1,Negative,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(2, 4]",2,NS,0,0,0.0,0.0 %,Corse,absolute_humidity,FRA
"(4, 6]",0,NS,1710,2497,0.6848217861433721,68.5 %,Corse,absolute_humidity,FRA
"(4, 6]",1,Negative,476,2497,0.19062875450540648,19.1 %,Corse,absolute_humidity,FRA
"(4, 6]",2,Positive,311,2497,0.12454945935122147,12.5 %,Corse,absolute_humidity,FRA
"(6, 8]",0,NS,2443,3732,0.6546087888531619,65.5 %,Corse,absolute_humidity,FRA
"(6, 8]",1,Negative,841,3732,0.22534833869239013,22.5 %,Corse,absolute_humidity,FRA
"(6, 8]",2,Positive,448,3732,0.12004287245444802,12.0 %,Corse,absolute_humidity,FRA
"(8, 10]",0,NS,2709,4433,0.6110985788405143,61.1 %,Corse,absolute_humidity,FRA
"(8, 10]",1,Negative,1276,4433,0.2878411910669975,28.8 %,Corse,absolute_humidity,FRA
"(8, 10]",2,Positive,448,4433,0.10106023009248816,10.1 %,Corse,absolute_humidity,FRA
"(10, 12]",0,NS,2288,3774,0.606253312135665,60.6 %,Corse,absolute_humidity,FRA
"(10, 12]",1,Negative,1144,3774,0.3031266560678325,30.3 %,Corse,absolute_humidity,FRA
"(10, 12]",2,Positive,342,3774,0.09062003179650238,9.1 %,Corse,absolute_humidity,FRA
"(12, 14]",0,NS,1619,2684,0.603204172876304,60.3 %,Corse,absolute_humidity,FRA
"(12, 14]",1,Negative,714,2684,0.2660208643815201,26.6 %,Corse,absolute_humidity,FRA
"(12, 14]",2,Positive,351,2684,0.13077496274217584,13.1 %,Corse,absolute_humidity,FRA
"(14, 16]",0,NS,1861,2882,0.6457321304649549,64.6 %,Corse,absolute_humidity,FRA
"(14, 16]",1,Negative,679,2882,0.2356002775850104,23.6 %,Corse,absolute_humidity,FRA
"(14, 16]",2,Positive,342,2882,0.11866759195003469,11.9 %,Corse,absolute_humidity,FRA
"(16, 18]",0,NS,1938,2794,0.6936292054402291,69.4 %,Corse,absolute_humidity,FRA
"(16, 18]",1,Negative,461,2794,0.1649964209019327,16.5 %,Corse,absolute_humidity,FRA
"(16, 18]",2,Positive,395,2794,0.14137437365783823,14.1 %,Corse,absolute_humidity,FRA
"(18, 20]",0,NS,1514,2156,0.7022263450834879,70.2 %,Corse,absolute_humidity,FRA
