,Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
305,2022-10-02,324710.6,72387.9,2016190.3,53831.1,3491857.0,50294.1,4051303.0,3595982.2,504048.9019682911,63327.770166728595,2897709.5911604413,9319.804616514233,33424.690368049785,7543.506723666387,2688426.6741288295,50288.001708230404,10060574
306,2022-10-03,327874.3,72870.2,2014797.2,53864.9,3496620.1,50294.1,4044253.2,3600779.1,508413.5503149085,63602.84073026928,2894852.855966389,9297.387562643606,34002.07158527256,7543.506723666387,2684493.508006857,50842.96587158256,10060574
307,2022-10-04,331092.7,73390.6,2013366.0,53901.4,3501586.2,50294.1,4036943.0,3605781.7,513084.7660317056,63917.68449842344,2891878.159165078,9282.522137867489,34601.80589738056,7543.506723666387,2680455.7191263577,51427.83475891444,10060574
308,2022-10-05,334246.5,73865.2,2012106.6,53872.2,3506373.2,50294.1,4029816.2,3610539.5,517603.96710366313,64175.77374804296,2888957.9557111664,9327.017699136204,35162.422191311,7543.506723666387,2676520.9799328977,52032.94661411359,10060574
309,2022-10-06,337303.6,74337.1,2010857.7,53858.5,3511165.6,50294.1,4022757.4,3615318.2,521720.9458640126,64463.41725575832,2886030.806207032,9384.357519297739,35750.743699117644,7543.506723666387,2672567.8719492685,52678.60794208177,10060574
310,2022-10-07,340305.2,74851.5,2009535.2,53927.5,3515940.5,50294.1,4015720.0,3620162.1,526027.8388273382,64747.458702639444,2883117.3912862027,9400.222819167639,36340.86872172981,7543.506723666387,2668674.7628753865,53284.59826456383,10060574
311,2022-10-08,343428.8,75393.4,2008265.8,53979.1,3520709.0,50294.1,4008503.8,3624982.2,530344.5507456072,65073.56023332364,2880237.126066005,9401.283044882757,36916.513348364846,7543.506723666387,2664667.4227018203,53861.30311691399,10060574
312,2022-10-09,346498.3,75897.1,2007052.6,53981.6,3525504.4,50294.1,4001345.9,3629780.1,534553.210150131,65452.0762702758,2877352.6800856446,9420.062708920785,37494.86765732078,7543.506723666387,2660692.894309768,54458.43708990795,10060574
313,2022-10-10,349693.8,76421.0,2005807.8,54070.4,3530287.6,50294.1,3993999.3,3634652.1,539045.8959631916,65799.09589500452,2874448.014140795,9396.955200489145,38095.63089961892,7543.506723666387,2656647.4177366877,55036.09282377445,10060574
314,2022-10-11,352717.8,76903.0,2004521.6,54141.0,3535147.6,50294.1,3986848.9,3639582.7,543234.3887332245,66161.82050095055,2871519.525427407,9398.415802676534,38679.9696850967,7543.506723666387,2652679.282910863,55621.89221143963,10060574
315,2022-10-12,355773.6,77453.5,2003312.3,54176.0,3539974.1,50294.1,3979590.4,3644444.2,547437.4411023052,66477.30405672299,2868577.611100702,9457.29801793303,39264.890931849026,7543.506723666387,2648644.892412428,56265.69567344844,10060574
316,2022-10-13,359145.8,78002.5,2002040.8,54224.2,3545020.8,50294.1,3971845.8,3649539.0999999996,552399.8125350515,66867.24376142626,2865529.595801928,9435.27422812925,39875.03301265091,7543.506723666387,2644446.6208577096,56853.81396444654,10060574
317,2022-10-14,362079.7,78554.5,2000825.1,54322.6,3549856.0,50294.1,3964642.0,3654472.7,556391.7299336952,67236.18212428484,2862619.1847162433,9453.422176122254,40438.15477244233,7543.506723666387,2640431.1476478986,57435.08367223097,10060574
318,2022-10-15,365134.0,79076.6,1999635.9,54436.3,3554690.6,50294.1,3957306.5,3659421.0,560569.9605553262,67571.47896738684,2859680.0080095483,9410.618577436871,41022.370792532216,7543.506723666387,2636366.646618078,57976.49609363548,10060574
319,2022-10-16,368205.6,79622.9,1998479.2,54527.1,3559522.6,50294.1,3949922.5,3664343.8000000003,565001.3965965393,67929.8373124064,2856740.723083381,9478.48279473039,41593.67111520694,7543.506723666387,2632324.041180768,58615.660633603715,10060574
320,2022-10-17,371495.0,80114.0,1997337.5,54633.3,3564368.6,50294.1,3942331.5,3669296.0,569639.0963762933,68274.18468791846,2853773.422541399,9479.652884467869,42178.718591725854,7543.506723666387,2628199.31143185,59201.87819986011,10060574
321,2022-10-18,374595.4,80633.7,1996162.9,54765.9,3569243.0,50294.1,3934879.0,3674303.0,574140.4700057645,68576.4376867886,2850853.8620039243,9495.44678727652,42708.0808325544,7543.506723666387,2624139.479562929,59747.034343497304,10060574
322,2022-10-19,377807.4,81209.4,1994984.6,54892.8,3574121.4,50294.1,3927264.3,3679308.3,578773.72959477,68968.05637278754,2847907.6284194756,9508.13922699915,43274.65524114548,7543.506723666387,2619998.3490857794,60326.30119181102,10060574
323,2022-10-20,380745.1,81739.8,1993836.7,55062.5,3578989.6,50294.1,3919906.2,3684346.2,582917.4105086328,69328.21875369364,2844954.49514104,9579.275674600873,43786.26763084518,7543.506723666387,2615939.0356919556,60909.05002911243,10060574
324,2022-10-21,383846.1,82285.3,1992684.3,55200.5,3583880.6,50294.1,3912383.1,3689375.2,587320.9937309324,69680.84316804727,2842038.3961504833,9675.247007182814,44308.55645854421,7543.506723666387,2611830.189984389,61527.310189393414,10060574
325,2022-10-22,387295.4,82834.6,1991507.7,55386.5,3588972.4,50294.1,3904283.3,3694653.0,592240.9870416265,70108.51429491285,2838939.929343347,9686.89740061285,44827.79134019431,7543.506723666387,2607449.4661581097,62058.195464473545,10060574
326,2022-10-23,390437.6,83344.3,1990461.7,55513.8,3593876.7,50294.1,3896645.8,3699684.6,596807.4438820613,70484.70291495879,2835963.0184370894,9707.037383259632,45327.396942798296,7543.506723666387,2603313.611436386,62577.941049724315,10060574
327,2022-10-24,393604.4,83822.1,1989369.7,55651.8,3598839.2,50294.1,3888992.7,3704785.1,601443.0864004008,70826.85048828587,2832990.586536215,9793.16668703234,45855.36718814931,7543.506723666387,2599192.732786626,63192.040598848034,10060574
328,2022-10-25,396916.9,84322.2,1988277.8,55833.5,3603777.4,50294.1,3881152.1,3709905.0,606157.3644461394,71230.79185689289,2830035.721006708,9815.81369271035,46313.02120613597,7543.506723666387,2594967.084434346,63672.34162251271,10060574
329,2022-10-26,400035.0,84869.8,1987163.6,55991.8,3608742.2,50294.1,3873477.5,3715028.1,610581.3416526909,71588.57374441819,2827053.4232955417,9917.642288366727,46799.680829680874,7543.506723666387,2590795.9804698727,64260.82984171399,10060574
330,2022-10-27,403233.9,85389.6,1986101.5,56201.8,3613687.3,50294.1,3865665.8,3720183.1999999997,614926.5845423257,71982.65918983544,2824084.675038348,9988.042909399219,47298.20258329062,7543.506723666387,2586529.8659491176,64829.752216356224,10060574
331,2022-10-28,406568.1,85880.6,1985026.0,56399.2,3618652.6,50294.1,3857753.4,3725345.9,619420.3825843076,72316.09299623425,2821117.7934994493,10008.66022802253,47759.08004180985,7543.506723666387,2582227.361330222,65311.24699349877,10060574
332,2022-10-29,409708.1,86344.5,1983996.6,56580.5,3623649.2,50294.1,3850001.0,3730523.8000000003,624057.127582315,72652.38786062025,2818152.0289400006,10058.937391693022,48182.50134187722,7543.506723666387,2578083.020013979,65784.94545723664,10060574
333,2022-10-30,412937.6,86848.8,1982948.8,56704.0,3628701.9,50294.1,3842138.8,3735700.0,628430.7858286701,73084.63226807672,2815219.410183931,10176.795271597046,48632.98587060021,7543.506723666387,2573800.267023407,66353.28786586365,10060574
334,2022-10-31,416159.3,87291.4,1981869.6,56911.1,3633742.4,50294.1,3834306.1,3740947.6,633063.6785329024,73447.50023683583,2812249.176622555,10276.30186837658,49086.564559357794,7543.506723666387,2569595.3205942544,66906.37315140077,10060574
335,2022-11-01,419536.3,87792.6,1980804.1,57026.1,3639059.2,50294.1,3826061.6,3746379.4000000004,637998.5592123308,73839.82391663728,2809131.829025952,10408.536251077767,49534.037192217635,7543.506723666387,2565201.0339900926,67486.0801669618,10060574
336,2022-11-02,422861.0,88230.8,1979779.3,57205.3,3644134.6,50294.1,3818068.9,3751634.0,642536.5979623261,74219.46177492802,2806152.8286883826,10495.101086221131,49923.33399764082,7543.506723666387,2560879.957311254,67961.94180752833,10060574
337,2022-11-03,426192.7,88703.5,1978766.9,57363.9,3649227.3,50294.1,3810025.6,3756885.3,647442.2507118377,74610.99946690166,2803189.62677834,10593.018025567597,50326.46694543538,7543.506723666387,2556630.2319855406,68462.99169466936,10060574
338,2022-11-04,429514.6,89176.2,1977701.0,57564.6,3654333.5,50294.1,3801990.0,3762192.2,652294.4910456012,74965.73117204955,2800223.238625449,10643.356089129029,50715.103202596365,7543.506723666387,2552370.928553058,68901.96601539178,10060574
