,Date,S,E,I,Q,R,D,P,Total Cases,std S,std E,std I,std Q,std R,std D,std P,std Total Cases,N
68,2022-02-07,162996.5,46634.4,124812.2,190604.4,1417688.4,54724.0,8063114.1,1663016.7999999998,36006.442329810925,3205.3390834668335,14757.476754513287,64403.37353151618,218342.22734010938,1370.161304372591,327860.8112941984,284115.7621759982,10060574
69,2022-02-08,165241.5,46014.9,122365.0,186849.9,1429609.7,54724.0,8055769.0,1671183.5999999999,37203.2892342868,3056.747207408555,13321.749374612931,61792.879338075836,222338.29024036773,1370.161304372591,329047.7813789359,285501.33088281617,10060574
70,2022-02-09,167617.7,45443.3,119980.5,183139.0,1441330.6,54724.0,8048338.9,1679193.6,38333.22249446295,2929.978670570829,11971.24975305419,59215.46686466299,226145.90612796863,1370.161304372591,330184.9397378536,286731.5342970042,10060574
71,2022-02-10,170107.4,44951.6,117670.0,179426.4,1452892.8,54724.0,8040801.8,1687043.2,39492.460759491805,2912.7679344568464,10687.571454731893,56678.01267899219,229870.68544327267,1370.161304372591,331308.198282747,287918.8594266375,10060574
72,2022-02-11,172617.3,44505.3,115502.7,175693.4,1464285.5,54724.0,8033245.8,1694702.9,40758.588091468526,2843.0693642610972,9458.457972100949,54164.838170532734,233438.80259727602,1370.161304372591,332480.2725446429,288973.80207218137,10060574
73,2022-02-12,175222.2,44160.7,113433.4,172026.8,1475489.9,54724.0,8025517.0,1702240.7,42149.13995279144,2721.5367001016175,8345.529811821416,51753.263763360854,236806.81003529017,1370.161304372591,333731.0155466525,289930.2351030236,10060574
74,2022-02-13,177898.8,43880.5,111404.9,168335.5,1486577.7,54724.0,8017752.6,1709637.2,43565.53339694121,2640.104401344765,7270.791379898065,49392.78797810466,240069.66578601723,1370.161304372591,334995.6635096043,290832.61506849446,10060574
75,2022-02-14,180840.1,43672.8,109416.1,164641.2,1497840.4,54724.0,8009439.4,1717205.5999999999,44989.12002351235,2621.601335062217,6168.708559333955,46925.120065483046,243401.60456176128,1370.161304372591,336272.435911182,291696.88593161694,10060574
76,2022-02-15,183743.8,43451.2,107553.4,161160.0,1508503.1,54724.0,8001438.5,1724387.1,46427.74022456833,2600.1438729424185,5209.606169375954,44653.399283817125,246405.54700065093,1370.161304372591,337518.310691509,292429.10758884065,10060574
77,2022-02-16,186720.5,43244.6,105871.1,157730.1,1518935.0,54724.0,7993348.7,1731389.1,47787.25443305987,2524.50998017437,4272.147479898136,42529.71727968574,249196.61167760688,1370.161304372591,338692.78165294573,293096.4902616652,10060574
78,2022-02-17,189732.7,43090.5,104319.0,154337.0,1529224.5,54724.0,7985146.3,1738285.5,49231.846189331554,2535.4602047754565,3410.14952751342,40425.737432977025,251925.45302301235,1370.161304372591,339916.13092086406,293721.351760362,10060574
79,2022-02-18,192910.1,42904.8,102839.2,151070.9,1539306.1,54724.0,7976818.9,1745101.0,50707.06900906421,2542.4185650675226,2644.9810131643667,38394.88879903157,254491.86936342387,1370.161304372591,341095.5939637597,294256.91946682805,10060574
80,2022-02-19,196137.6,42772.3,101419.2,147861.9,1549227.7,54724.0,7968431.3,1751813.5999999999,52278.603021121366,2572.101632906445,1943.0931423892164,36446.629442103425,256958.48768314696,1370.161304372591,342381.55467578856,294775.278429623,10060574
81,2022-02-20,199447.6,42720.7,100084.6,144666.7,1558998.9,54724.0,7959931.5,1758389.5999999999,53796.26261962814,2645.9060092905793,1397.8529393323176,34456.3093788351,259329.7353858404,1370.161304372591,343611.9510780293,295156.2060690481,10060574
82,2022-02-21,202824.2,42653.6,98771.5,141684.2,1568568.1,54724.0,7951348.4,1764976.3,55314.234344877266,2707.4801273508915,1069.1866301072046,32693.782995548252,261517.30454119094,1370.161304372591,344821.2407080515,295581.2488411118,10060574
83,2022-02-22,206409.4,42611.3,97512.5,138595.0,1578371.7,54724.0,7942350.1,1771690.7,56959.54830438879,2789.0321636725525,1141.4786244165941,30810.55152703372,263714.28987563413,1370.161304372591,346122.005711411,295895.00270704046,10060574
84,2022-02-23,209902.1,42648.3,96354.0,135706.7,1587626.8,54724.0,7933612.1,1778057.5,58523.161499443966,2832.726921183897,1479.3706094146928,29016.331218987696,265750.665751866,1370.161304372591,347330.2109642782,296137.1582752263,10060574
85,2022-02-24,213444.9,42638.2,95313.0,132925.0,1596717.0,54724.0,7924811.9,1784366.0,60152.182215527304,2895.2999775498224,1980.1523173735904,27384.03785784704,267607.84979592805,1370.161304372591,348523.4998296241,296362.0489581477,10060574
86,2022-02-25,217017.7,42669.8,94361.8,130206.1,1605660.8,54724.0,7915933.8,1790590.9000000001,61800.08837380412,2980.186967289133,2475.0460925000975,25752.582617865726,269398.80294084456,1370.161304372591,349710.6333318448,296521.54686308285,10060574
87,2022-02-26,220728.7,42713.2,93427.0,127540.4,1614468.1,54724.0,7906972.6,1796732.5,63479.17211818377,3014.7214398680353,2993.7919433387483,24237.199781327876,271079.66532938246,1370.161304372591,350944.80469504034,296687.0264150829,10060574
88,2022-02-27,224504.4,42746.9,92603.9,124997.4,1623113.9,54724.0,7897883.5,1802835.2999999998,65236.11682680078,3091.4397438733945,3532.619267625652,22773.09507818382,272657.55358047574,1370.161304372591,352222.42515866307,296800.80996303214,10060574
89,2022-02-28,228344.2,42802.3,91807.0,122501.0,1631660.6,54724.0,7888734.9,1808885.6,66958.94458367754,3167.184208409735,4078.435435310948,21393.41055091497,274128.4726795814,1370.161304372591,353466.4279974691,296892.0445348689,10060574
90,2022-03-01,232268.1,42915.4,91082.2,120130.6,1640005.1,54724.0,7879448.6,1814859.7000000002,68769.82975033455,3277.12636924486,4604.525704130665,20038.625941915278,275564.82286150026,1370.161304372591,354729.2660368468,296973.6101077881,10060574
91,2022-03-02,236418.4,43031.0,90344.6,117800.3,1648562.5,54724.0,7869693.2,1821086.8,70753.23345006925,3406.351273723836,5091.486230954572,18682.431362378935,276913.5379150864,1370.161304372591,356103.3722802411,296966.1305818379,10060574
92,2022-03-03,240493.7,43153.2,89716.1,115688.6,1656598.7,54724.0,7860199.7,1827011.3,72588.31313104059,3519.383065254477,5563.631088596727,17431.277848740752,278132.4056790399,1370.161304372591,357333.4638158173,296933.84483215323,10060574
93,2022-03-04,244582.3,43307.7,89168.3,113600.2,1664556.6,54724.0,7850634.9,1832880.8,74513.01847200931,3660.8799229147085,6005.908225239543,16202.210693605983,279293.6436431019,1370.161304372591,358612.7457864402,296866.0156410805,10060574
94,2022-03-05,248756.6,43406.5,88711.9,111554.6,1672439.6,54724.0,7840980.8,1838718.2000000002,76489.50583210746,3802.7624498514233,6421.3929400092,15023.650862556678,280357.4699158915,1370.161304372591,359931.5048696904,296751.2820828207,10060574
95,2022-03-06,252906.3,43597.1,88295.9,109569.0,1680190.2,54724.0,7831291.5,1844483.2,78421.25018775204,3936.3597510898317,6894.12620206506,13968.110974645067,281336.9565449232,1370.161304372591,361168.69280746084,296675.22882394085,10060574
96,2022-03-07,257100.6,43820.9,87913.3,107714.1,1687793.9,54724.0,7821507.2,1850232.0,80506.60290336439,4031.673063382,7369.916987999254,12943.67823649831,282242.6118205577,1370.161304372591,362537.2680155242,296556.4513614286,10060574
97,2022-03-08,261275.3,44142.8,87586.3,105951.2,1695255.1,54724.0,7811639.3,1855930.3,82509.80969078768,4178.552280395688,7829.3556573960805,11966.471023656055,283080.0877665012,1370.161304372591,363762.636709998,296416.7200945298,10060574
98,2022-03-09,265629.4,44465.9,87284.0,104231.6,1702937.1,54724.0,7801302.0,1861892.7000000002,84612.82152156375,4342.00212920261,8268.404332155025,10989.581249529028,283848.5352463352,1370.161304372591,365054.2515807753,296208.2778002368,10060574
99,2022-03-10,269857.3,44806.8,87136.4,102594.7,1710242.2,54724.0,7791212.6,1867560.9,86786.67867368818,4482.624026170386,8680.305953133218,10092.543267680352,284537.0806941689,1370.161304372591,366402.792740503,295999.78526622185,10060574
100,2022-03-11,274077.1,45162.2,87004.1,101108.3,1717408.7,54724.0,7781089.6,1873241.0,88853.86668395474,4625.606031646015,9120.484926252551,9171.150255556824,285201.20989611885,1370.161304372591,367611.6238383112,295742.52145604824,10060574
101,2022-03-12,278188.8,45563.5,86918.5,99730.5,1724494.8,54724.0,7770953.9,1878949.3,91078.1295809263,4850.123343792403,9450.375328525317,8316.978444723782,285768.5158917266,1370.161304372591,368901.9963842565,295455.65564082295,10060574
102,2022-03-13,282359.2,46016.3,86903.6,98391.7,1731508.3,54724.0,7760670.9,1884624.0,93380.27921333283,5049.97099100579,9859.148494672347,7525.938201314172,286283.9117442858,1370.161304372591,370227.0211363428,295180.01124997257,10060574
103,2022-03-14,286532.7,46464.7,87004.2,97052.7,1738490.2,54724.0,7750305.5,1890266.9,95536.6192400066,5174.209331868977,10314.776922454503,6763.402665079169,286731.44529255945,1370.161304372591,371443.9144854173,294865.0092620112,10060574
104,2022-03-15,290716.5,46961.5,87061.3,95838.7,1745414.4,54724.0,7739857.6,1895977.0999999999,97813.39231030688,5363.393464030026,10725.563994960825,6080.00672779233,287127.97990241216,1370.161304372591,372699.48181965586,294578.1479345771,10060574
105,2022-03-16,294916.3,47475.8,87230.5,94728.0,1752187.3,54724.0,7729312.1,1901639.3,100251.13686941411,5529.7486886837805,11099.5684443135,5442.515760197668,287467.7450355257,1370.161304372591,374108.7551235469,294280.42210009595,10060574
106,2022-03-17,299254.1,48051.5,87487.9,93610.1,1759201.7,54724.0,7718244.7,1907535.8,102739.45636263606,5724.156763227226,11510.08732764439,4843.431643989621,287731.7641485034,1370.161304372591,375469.45737118216,293945.35709686566,10060574
107,2022-03-18,303433.1,48626.7,87747.6,92607.9,1765892.0,54724.0,7707542.7,1913223.9,105273.76348117323,5913.977849975429,11940.571822153242,4302.606336861414,287961.12547633925,1370.161304372591,376873.33871422906,293633.8931175732,10060574
108,2022-03-19,307556.5,49268.3,88032.1,91717.1,1772522.9,54724.0,7696753.1,1918964.0,107794.51874214198,6156.010900737587,12327.529180253438,3856.9994672024523,288117.3180981837,1370.161304372591,378233.17366842635,293344.4788697588,10060574
109,2022-03-20,311595.8,49978.8,88324.9,90956.3,1779075.7,54724.0,7685918.5,1924756.0,110365.30604025887,6431.778273541463,12716.212065312533,3533.3588849705034,288266.0777858019,1370.161304372591,379574.45227129024,293169.597975145,10060574
110,2022-03-21,315768.8,50636.0,88740.9,90163.9,1785640.7,54724.0,7674899.7,1930528.5999999999,112988.43300072801,6673.102456878659,13107.337757531084,3286.4192504913303,288341.8999455507,1370.161304372591,380965.9268821951,292998.4805004146,10060574
111,2022-03-22,319799.7,51376.4,89275.2,89481.8,1792090.9,54724.0,7663826.0,1936296.7,115748.35414816921,6960.152055810276,13523.898770694786,3131.254087422482,288419.68567712227,1370.161304372591,382389.3832025152,292921.1010689173,10060574
112,2022-03-23,323859.0,52160.2,89786.2,88897.9,1798513.8,54724.0,7652632.9,1942135.7,118515.15547473243,7179.829062032048,13972.881777214034,3123.7380956155716,288404.270547369,1370.161304372591,383830.04091406136,292898.16994735715,10060574
113,2022-03-24,327844.2,52916.2,90443.2,88290.2,1804944.9,54724.0,7641411.3,1947959.0999999999,121174.84590607078,7410.850204936003,14350.164931456364,3260.078459178552,288367.1230128185,1370.161304372591,385164.0957285738,292997.3627763697,10060574
114,2022-03-25,331932.0,53657.1,91148.5,87811.5,1811608.3,54724.0,7629692.6,1954143.8,124127.92603358843,7635.921377934689,14792.979160737028,3507.8774280182597,288298.1476111319,1370.161304372591,386654.92515373445,293176.18634352274,10060574
115,2022-03-26,335841.2,54462.2,91843.9,87394.0,1818008.1,54724.0,7618300.6,1960126.1,126888.98127166125,7790.023078271334,15255.6627155296,3841.229777037557,288158.2009610172,1370.161304372591,388034.94253744726,293369.5920424274,10060574
116,2022-03-27,339852.2,55201.1,92652.3,86990.4,1824381.8,54724.0,7606772.2,1966096.2,129777.72255036685,7933.315504251675,15726.657140346133,4184.754071627149,287976.9695242312,1370.161304372591,389484.881216152,293531.884900231,10060574
117,2022-03-28,343747.8,55979.1,93491.8,86720.8,1830694.1,54724.0,7595216.4,1972138.9000000001,132738.1798751211,8134.26568843187,16191.490381061281,4579.186255220462,287755.7299771631,1370.161304372591,390956.07292922307,293705.0775367561,10060574
