,date,iso3,region,confirmed,deaths,recovered,people_vaccinated,population,new_cases
665,2021-12-19,DEU,Baden-Württemberg,974151.0,13652.0,960497.0,8072500.0,10486660,1826.0
666,2021-12-20,DEU,Baden-Württemberg,977258.0,13668.0,963588.0,8082057.0,10486660,3107.0
667,2021-12-21,DEU,Baden-Württemberg,983553.0,13695.0,969856.0,8094960.0,10486660,6295.0
668,2021-12-22,DEU,Baden-Württemberg,989167.0,13727.0,975438.0,8109615.0,10486660,5614.0
669,2021-12-23,DEU,Baden-Württemberg,993989.0,13760.0,980227.0,8117311.0,10486660,4822.0
670,2021-12-24,DEU,Baden-Württemberg,997137.0,13771.0,983364.0,8117880.0,10486660,3148.0
671,2021-12-25,DEU,Baden-Württemberg,998477.0,13780.0,984695.0,8118315.0,10486660,1340.0
672,2021-12-26,DEU,Baden-Württemberg,999517.0,13793.0,985722.0,8119817.0,10486660,1040.0
673,2021-12-27,DEU,Baden-Württemberg,1002416.0,13819.0,988595.0,8126830.0,10486660,2899.0
674,2021-12-28,DEU,Baden-Württemberg,1008791.0,13840.0,994949.0,8135781.0,10486660,6375.0
675,2021-12-29,DEU,Baden-Württemberg,1014517.0,13864.0,1000651.0,8144466.0,10486660,5726.0
676,2021-12-30,DEU,Baden-Württemberg,1019889.0,13880.0,1006007.0,8151093.0,10486660,5372.0
677,2021-12-31,DEU,Baden-Württemberg,1024116.0,13895.0,1010219.0,8152089.0,10486660,4227.0
678,2022-01-01,DEU,Baden-Württemberg,1025808.0,13904.0,1011902.0,8152762.0,10486660,1692.0
679,2022-01-02,DEU,Baden-Württemberg,1027368.0,13916.0,1013450.0,8155986.0,10486660,1560.0
680,2022-01-03,DEU,Baden-Württemberg,1031165.0,13929.0,1017234.0,8160096.0,10486660,3797.0
681,2022-01-04,DEU,Baden-Württemberg,1039341.0,13952.0,1025387.0,8167180.0,10486660,8176.0
682,2022-01-05,DEU,Baden-Württemberg,1046858.0,13973.0,1032883.0,8173729.0,10486660,7517.0
683,2022-01-06,DEU,Baden-Württemberg,1051274.0,13980.0,1037292.0,8177791.0,10486660,4416.0
684,2022-01-07,DEU,Baden-Württemberg,1056606.0,13991.0,1042613.0,8183314.0,10486660,5332.0
685,2022-01-08,DEU,Baden-Württemberg,1061802.0,13999.0,1047801.0,8189709.0,10486660,5196.0
686,2022-01-09,DEU,Baden-Württemberg,1065230.0,14005.0,1051223.0,8193914.0,10486660,3428.0
687,2022-01-10,DEU,Baden-Württemberg,1071650.0,14017.0,1057631.0,8198017.0,10486660,6420.0
688,2022-01-11,DEU,Baden-Württemberg,1084138.0,14032.0,1070104.0,8204170.0,10486660,12488.0
689,2022-01-12,DEU,Baden-Württemberg,1096473.0,14050.0,1082421.0,8210829.0,10486660,12335.0
690,2022-01-13,DEU,Baden-Württemberg,1108099.0,14061.0,1094036.0,8217824.0,10486660,11626.0
691,2022-01-14,DEU,Baden-Württemberg,1117984.0,14071.0,1103911.0,8225633.0,10486660,9885.0
692,2022-01-15,DEU,Baden-Württemberg,1125003.0,14077.0,1110924.0,8235609.0,10486660,7019.0
693,2022-01-16,DEU,Baden-Württemberg,1128860.0,14086.0,1114772.0,8239632.0,10486660,3857.0
694,2022-01-17,DEU,Baden-Württemberg,1138259.0,14095.0,1124162.0,8245492.0,10486660,9399.0
695,2022-01-18,DEU,Baden-Württemberg,1155332.0,14116.0,1141214.0,8251084.0,10486660,17073.0
696,2022-01-19,DEU,Baden-Württemberg,1172260.0,14132.0,1158126.0,8257226.0,10486660,16928.0
697,2022-01-20,DEU,Baden-Württemberg,1190088.0,14150.0,1175936.0,8263902.0,10486660,17828.0
698,2022-01-21,DEU,Baden-Württemberg,1209164.0,14163.0,1194999.0,8270484.0,10486660,19076.0
699,2022-01-22,DEU,Baden-Württemberg,1221865.0,14174.0,1207689.0,8276452.0,10486660,12701.0
700,2022-01-23,DEU,Baden-Württemberg,1229554.0,14181.0,1215371.0,8278922.0,10486660,7689.0
701,2022-01-24,DEU,Baden-Württemberg,1244132.0,14203.0,1229927.0,8281964.0,10486660,14578.0
702,2022-01-25,DEU,Baden-Württemberg,1267979.0,14218.0,1253759.0,8286674.0,10486660,23847.0
703,2022-01-26,DEU,Baden-Württemberg,1292503.0,14241.0,1278260.0,8291563.0,10486660,24524.0
704,2022-01-27,DEU,Baden-Württemberg,1318244.0,14273.0,1303969.0,8296233.0,10486660,25741.0
705,2022-01-28,DEU,Baden-Württemberg,1343647.0,14296.0,1329349.0,8300562.0,10486660,25403.0
706,2022-01-29,DEU,Baden-Württemberg,1360368.0,14311.0,1346055.0,8304219.0,10486660,16721.0
707,2022-01-30,DEU,Baden-Württemberg,1370099.0,14319.0,1355778.0,8305746.0,10486660,9731.0
708,2022-01-31,DEU,Baden-Württemberg,1390573.0,14347.0,1376224.0,8307842.0,10486660,20474.0
709,2022-02-01,DEU,Baden-Württemberg,1420578.0,14382.0,1406194.0,8311069.0,10486660,30005.0
710,2022-02-02,DEU,Baden-Württemberg,1452879.0,14413.0,1438464.0,8314338.0,10486660,32301.0
711,2022-02-03,DEU,Baden-Württemberg,1487276.0,14451.0,1472823.0,8317294.0,10486660,34397.0
712,2022-02-04,DEU,Baden-Württemberg,1517693.0,14491.0,1503200.0,8320337.0,10486660,30417.0
713,2022-02-05,DEU,Baden-Württemberg,1537241.0,14507.0,1522732.0,8322792.0,10486660,19548.0
714,2022-02-06,DEU,Baden-Württemberg,1549616.0,14522.0,1535092.0,8323841.0,10486660,12375.0
715,2022-02-07,DEU,Baden-Württemberg,1573168.0,14549.0,1558617.0,8325265.0,10486660,23552.0
716,2022-02-08,DEU,Baden-Württemberg,1607780.0,14588.0,1593190.0,8327235.0,10486660,34612.0
717,2022-02-09,DEU,Baden-Württemberg,1642497.0,14618.0,1627877.0,8329113.0,10486660,34717.0
718,2022-02-10,DEU,Baden-Württemberg,1676612.0,14658.0,1661951.0,8331144.0,10486660,34115.0
719,2022-02-11,DEU,Baden-Württemberg,1710445.0,14703.0,1695739.0,8333222.0,10486660,33833.0
720,2022-02-12,DEU,Baden-Württemberg,1730984.0,14727.0,1716254.0,8334825.0,10486660,20539.0
721,2022-02-13,DEU,Baden-Württemberg,1745681.0,14746.0,1730932.0,8335498.0,10486660,14697.0
722,2022-02-14,DEU,Baden-Württemberg,1770567.0,14781.0,1755783.0,8336647.0,10486660,24886.0
723,2022-02-15,DEU,Baden-Württemberg,1805778.0,14819.0,1790956.0,8338241.0,10486660,35211.0
724,2022-02-16,DEU,Baden-Württemberg,1841301.0,14859.0,1826439.0,8339918.0,10486660,35523.0
725,2022-02-17,DEU,Baden-Württemberg,1874946.0,14899.0,1860044.0,8341322.0,10486660,33645.0
726,2022-02-18,DEU,Baden-Württemberg,1903909.0,14925.0,1888981.0,8342587.0,10486660,28963.0
727,2022-02-19,DEU,Baden-Württemberg,1923485.0,14946.0,1908536.0,8343635.0,10486660,19576.0
728,2022-02-20,DEU,Baden-Württemberg,1936291.0,14966.0,1921322.0,8344288.0,10486660,12806.0
729,2022-02-21,DEU,Baden-Württemberg,1957614.0,15002.0,1942608.0,8344984.0,10486660,21323.0
730,2022-02-22,DEU,Baden-Württemberg,1991133.0,15040.0,1976089.0,8346111.0,10486660,33519.0
731,2022-02-23,DEU,Baden-Württemberg,2021922.0,15072.0,2006846.0,8347037.0,10486660,30789.0
732,2022-02-24,DEU,Baden-Württemberg,2052029.0,15102.0,2036923.0,8348091.0,10486660,30107.0
733,2022-02-25,DEU,Baden-Württemberg,2078909.0,15128.0,2063777.0,8349190.0,10486660,26880.0
734,2022-02-26,DEU,Baden-Württemberg,2095057.0,15146.0,2079906.0,8349843.0,10486660,16148.0
735,2022-02-27,DEU,Baden-Württemberg,2106185.0,15156.0,2091024.0,8350163.0,10486660,11128.0
736,2022-02-28,DEU,Baden-Württemberg,2126588.0,15182.0,2111401.0,8350692.0,10486660,20403.0
737,2022-03-01,DEU,Baden-Württemberg,2155558.0,15216.0,2140337.0,8351302.0,10486660,28970.0
738,2022-03-02,DEU,Baden-Württemberg,2186126.0,15249.0,2170872.0,8352578.0,10486660,30568.0
739,2022-03-03,DEU,Baden-Württemberg,2218275.0,15287.0,2202983.0,8353740.0,10486660,32149.0
740,2022-03-04,DEU,Baden-Württemberg,2248895.0,15321.0,2233569.0,8355011.0,10486660,30620.0
741,2022-03-05,DEU,Baden-Württemberg,2270514.0,15335.0,2255174.0,8356073.0,10486660,21619.0
742,2022-03-06,DEU,Baden-Württemberg,2284005.0,15346.0,2268654.0,8356569.0,10486660,13491.0
743,2022-03-07,DEU,Baden-Württemberg,2310068.0,15372.0,2294691.0,8357318.0,10486660,26063.0
744,2022-03-08,DEU,Baden-Württemberg,2350306.0,15400.0,2334900.0,8358221.0,10486660,40238.0
745,2022-03-09,DEU,Baden-Württemberg,2391305.0,15436.0,2375863.0,8359209.0,10486660,40999.0
746,2022-03-10,DEU,Baden-Württemberg,2430913.0,15466.0,2415441.0,8360114.0,10486660,39608.0
747,2022-03-11,DEU,Baden-Württemberg,2469339.0,15510.0,2453823.0,8361119.0,10486660,38426.0
748,2022-03-12,DEU,Baden-Württemberg,2493759.0,15534.0,2478219.0,8361898.0,10486660,24420.0
749,2022-03-13,DEU,Baden-Württemberg,2509692.0,15551.0,2494135.0,8362305.0,10486660,15933.0
750,2022-03-14,DEU,Baden-Württemberg,2539512.0,15581.0,2523925.0,8363014.0,10486660,29820.0
751,2022-03-15,DEU,Baden-Württemberg,2582145.0,15621.0,2566518.0,8363767.0,10486660,42633.0
752,2022-03-16,DEU,Baden-Württemberg,2624680.0,15668.0,2609006.0,8364458.0,10486660,42535.0
753,2022-03-17,DEU,Baden-Württemberg,2666885.0,15711.0,2651168.0,8365163.0,10486660,42205.0
754,2022-03-18,DEU,Baden-Württemberg,2706228.0,15746.0,2690476.0,8365921.0,10486660,39343.0
755,2022-03-19,DEU,Baden-Württemberg,2728038.0,15760.0,2712270.0,8366515.0,10486660,21810.0
756,2022-03-20,DEU,Baden-Württemberg,2741892.0,15777.0,2726107.0,8366855.0,10486660,13854.0
757,2022-03-21,DEU,Baden-Württemberg,2774682.0,15813.0,2758861.0,8367174.0,10486660,32790.0
758,2022-03-22,DEU,Baden-Württemberg,2815256.0,15852.0,2799396.0,8368165.0,10486660,40574.0
759,2022-03-23,DEU,Baden-Württemberg,2858189.0,15892.0,2842289.0,8368780.0,10486660,42933.0
760,2022-03-24,DEU,Baden-Württemberg,2894820.0,15924.0,2878888.0,8369411.0,10486660,36631.0
761,2022-03-25,DEU,Baden-Württemberg,2926430.0,15959.0,2910463.0,8370050.0,10486660,31610.0
762,2022-03-26,DEU,Baden-Württemberg,2942948.0,15974.0,2926966.0,8370503.0,10486660,16518.0
763,2022-03-27,DEU,Baden-Württemberg,2950391.0,15982.0,2934401.0,8370651.0,10486660,7443.0
764,2022-03-28,DEU,Baden-Württemberg,2979993.0,16011.0,2963974.0,8370953.0,10486660,29602.0
765,2022-03-29,DEU,Baden-Württemberg,3016327.0,16050.0,3000269.0,8371391.0,10486660,36334.0
766,2022-03-30,DEU,Baden-Württemberg,3050756.0,16086.0,3034662.0,8371863.0,10486660,34429.0
767,2022-03-31,DEU,Baden-Württemberg,3079972.0,16114.0,3063850.0,8372570.0,10486660,29216.0
768,2022-04-01,DEU,Baden-Württemberg,3103475.0,16147.0,3087320.0,8373036.0,10486660,23503.0
769,2022-04-02,DEU,Baden-Württemberg,3113152.0,16157.0,3096987.0,8373365.0,10486660,9677.0
770,2022-04-03,DEU,Baden-Württemberg,3117891.0,16160.0,3101723.0,8373599.0,10486660,4739.0
771,2022-04-04,DEU,Baden-Württemberg,3139946.0,16193.0,3123745.0,8373875.0,10486660,22055.0
772,2022-04-05,DEU,Baden-Württemberg,3166704.0,16223.0,3150473.0,8374232.0,10486660,26758.0
773,2022-04-06,DEU,Baden-Württemberg,3191715.0,16243.0,3175464.0,8376699.0,10486660,25011.0
774,2022-04-07,DEU,Baden-Württemberg,3213144.0,16267.0,3196869.0,8377048.0,10486660,21429.0
775,2022-04-08,DEU,Baden-Württemberg,3231630.0,16292.0,3215330.0,8377532.0,10486660,18486.0
776,2022-04-09,DEU,Baden-Württemberg,3240071.0,16301.0,3223762.0,8377789.0,10486660,8441.0
777,2022-04-10,DEU,Baden-Württemberg,3244663.0,16305.0,3228350.0,8377978.0,10486660,4592.0
778,2022-04-11,DEU,Baden-Württemberg,3264921.0,16321.0,3248592.0,8378289.0,10486660,20258.0
779,2022-04-12,DEU,Baden-Württemberg,3289433.0,16342.0,3273083.0,8378667.0,10486660,24512.0
780,2022-04-13,DEU,Baden-Württemberg,3310568.0,16354.0,3294206.0,8379073.0,10486660,21135.0
781,2022-04-14,DEU,Baden-Württemberg,3329780.0,16368.0,3313404.0,8379397.0,10486660,19212.0
782,2022-04-15,DEU,Baden-Württemberg,3336879.0,16374.0,3320497.0,8379577.0,10486660,7099.0
783,2022-04-16,DEU,Baden-Württemberg,3341322.0,16379.0,3324935.0,8379777.0,10486660,4443.0
784,2022-04-17,DEU,Baden-Württemberg,3344662.0,16384.0,3328270.0,8379893.0,10486660,3340.0
785,2022-04-18,DEU,Baden-Württemberg,3349327.0,16385.0,3332934.0,8379991.0,10486660,4665.0
786,2022-04-19,DEU,Baden-Württemberg,3371055.0,16404.0,3354643.0,8380275.0,10486660,21728.0
787,2022-04-20,DEU,Baden-Württemberg,3393483.0,16429.0,3377046.0,8380626.0,10486660,22428.0
788,2022-04-21,DEU,Baden-Württemberg,3411369.0,16446.0,3394915.0,8380961.0,10486660,17886.0
789,2022-04-22,DEU,Baden-Württemberg,3426017.0,16455.0,3409554.0,8381384.0,10486660,14648.0
790,2022-04-23,DEU,Baden-Württemberg,3430959.0,16459.0,3414492.0,8381636.0,10486660,4942.0
791,2022-04-24,DEU,Baden-Württemberg,3433465.0,16460.0,3416997.0,8381783.0,10486660,2506.0
792,2022-04-25,DEU,Baden-Württemberg,3448958.0,16471.0,3432479.0,8382077.0,10486660,15493.0
793,2022-04-26,DEU,Baden-Württemberg,3466312.0,16492.0,3449812.0,8382413.0,10486660,17354.0
794,2022-04-27,DEU,Baden-Württemberg,3480456.0,16505.0,3463943.0,8382780.0,10486660,14144.0
795,2022-04-28,DEU,Baden-Württemberg,3491792.0,16515.0,3475269.0,8383239.0,10486660,11336.0
796,2022-04-29,DEU,Baden-Württemberg,3501811.0,16523.0,3485280.0,8383612.0,10486660,10019.0
797,2022-04-30,DEU,Baden-Württemberg,3505693.0,16528.0,3489157.0,8383791.0,10486660,3882.0
798,2022-05-01,DEU,Baden-Württemberg,3507469.0,16529.0,3490932.0,8383940.0,10486660,1776.0
799,2022-05-02,DEU,Baden-Württemberg,3518356.0,16540.0,3501808.0,8384199.0,10486660,10887.0
800,2022-05-03,DEU,Baden-Württemberg,3530615.0,16553.0,3514054.0,8384503.0,10486660,12259.0
801,2022-05-04,DEU,Baden-Württemberg,3542720.0,16564.0,3526148.0,8384760.0,10486660,12105.0
802,2022-05-05,DEU,Baden-Württemberg,3552773.0,16572.0,3536193.0,8385064.0,10486660,10053.0
803,2022-05-06,DEU,Baden-Württemberg,3561159.0,16578.0,3544573.0,8385386.0,10486660,8386.0
804,2022-05-07,DEU,Baden-Württemberg,3564027.0,16578.0,3547441.0,8385511.0,10486660,2868.0
805,2022-05-08,DEU,Baden-Württemberg,3565568.0,16580.0,3548980.0,8385536.0,10486660,1541.0
806,2022-05-09,DEU,Baden-Württemberg,3575933.0,16587.0,3559338.0,8385677.0,10486660,10365.0
807,2022-05-10,DEU,Baden-Württemberg,3587874.0,16591.0,3571275.0,8385887.0,10486660,11941.0
808,2022-05-11,DEU,Baden-Württemberg,3597767.0,16597.0,3581162.0,8386157.0,10486660,9893.0
809,2022-05-12,DEU,Baden-Württemberg,3605464.0,16606.0,3588850.0,8386410.0,10486660,7697.0
810,2022-05-13,DEU,Baden-Württemberg,3612721.0,16611.0,3596102.0,8386547.0,10486660,7257.0
811,2022-05-14,DEU,Baden-Württemberg,3614843.0,16613.0,3598222.0,8386707.0,10486660,2122.0
812,2022-05-15,DEU,Baden-Württemberg,3615929.0,16615.0,3599306.0,8386819.0,10486660,1086.0
813,2022-05-16,DEU,Baden-Württemberg,3624659.0,16624.0,3608027.0,8386988.0,10486660,8730.0
814,2022-05-17,DEU,Baden-Württemberg,3632961.0,16629.0,3616324.0,8387178.0,10486660,8302.0
815,2022-05-18,DEU,Baden-Württemberg,3639646.0,16633.0,3623005.0,8387310.0,10486660,6685.0
816,2022-05-19,DEU,Baden-Württemberg,3645020.0,16635.0,3628377.0,8387471.0,10486660,5374.0
817,2022-05-20,DEU,Baden-Württemberg,3649818.0,16637.0,3633173.0,8387600.0,10486660,4798.0
818,2022-05-21,DEU,Baden-Württemberg,3651340.0,16639.0,3634693.0,8387767.0,10486660,1522.0
819,2022-05-22,DEU,Baden-Württemberg,3651902.0,16639.0,3635255.0,8387846.0,10486660,562.0
820,2022-05-23,DEU,Baden-Württemberg,3657547.0,16645.0,3640894.0,8387973.0,10486660,5645.0
821,2022-05-24,DEU,Baden-Württemberg,3662975.0,16653.0,3646314.0,8388222.0,10486660,5428.0
822,2022-05-25,DEU,Baden-Württemberg,3666955.0,16655.0,3650292.0,8388436.0,10486660,3980.0
823,2022-05-26,DEU,Baden-Württemberg,3668010.0,16656.0,3651346.0,8388546.0,10486660,1055.0
824,2022-05-27,DEU,Baden-Württemberg,3671635.0,16658.0,3654969.0,8388759.0,10486660,3625.0
825,2022-05-28,DEU,Baden-Württemberg,3672755.0,16658.0,3656089.0,8388982.0,10486660,1120.0
826,2022-05-29,DEU,Baden-Württemberg,3673551.0,16658.0,3656885.0,8389081.0,10486660,796.0
827,2022-05-30,DEU,Baden-Württemberg,3678330.0,16662.0,3661660.0,8389302.0,10486660,4779.0
828,2022-05-31,DEU,Baden-Württemberg,3683928.0,16668.0,3667252.0,8389534.0,10486660,5598.0
829,2022-06-01,DEU,Baden-Württemberg,3688661.0,16673.0,3671980.0,8389707.0,10486660,4733.0
830,2022-06-02,DEU,Baden-Württemberg,3693345.0,16678.0,3676659.0,8389843.0,10486660,4684.0
831,2022-06-03,DEU,Baden-Württemberg,3697571.0,16682.0,3680881.0,8390012.0,10486660,4226.0
832,2022-06-04,DEU,Baden-Württemberg,3698918.0,16682.0,3682228.0,8390098.0,10486660,1347.0
833,2022-06-05,DEU,Baden-Württemberg,3699770.0,16683.0,3683079.0,8390113.0,10486660,852.0
834,2022-06-06,DEU,Baden-Württemberg,3700870.0,16686.0,3684176.0,8390118.0,10486660,1100.0
835,2022-06-07,DEU,Baden-Württemberg,3707888.0,16693.0,3691187.0,8390280.0,10486660,7018.0
836,2022-06-08,DEU,Baden-Württemberg,3715588.0,16698.0,3698882.0,8390487.0,10486660,7700.0
837,2022-06-09,DEU,Baden-Württemberg,3722444.0,16698.0,3705738.0,8390713.0,10486660,6856.0
838,2022-06-10,DEU,Baden-Württemberg,3728620.0,16705.0,3711907.0,8390928.0,10486660,6176.0
839,2022-06-11,DEU,Baden-Württemberg,3730378.0,16705.0,3713665.0,8391145.0,10486660,1758.0
840,2022-06-12,DEU,Baden-Württemberg,3731352.0,16705.0,3714639.0,8391270.0,10486660,974.0
841,2022-06-13,DEU,Baden-Württemberg,3739321.0,16720.0,3722593.0,8391456.0,10486660,7969.0
842,2022-06-14,DEU,Baden-Württemberg,3747918.0,16727.0,3731183.0,8391661.0,10486660,8597.0
843,2022-06-15,DEU,Baden-Württemberg,3755839.0,16735.0,3739096.0,8392065.0,10486660,7921.0
844,2022-06-16,DEU,Baden-Württemberg,3757499.0,16739.0,3740752.0,8392153.0,10486660,1660.0
845,2022-06-17,DEU,Baden-Württemberg,3765442.0,16746.0,3748688.0,8392368.0,10486660,7943.0
846,2022-06-18,DEU,Baden-Württemberg,3767637.0,16747.0,3750882.0,8392556.0,10486660,2195.0
847,2022-06-19,DEU,Baden-Württemberg,3768716.0,16749.0,3751959.0,8392767.0,10486660,1079.0
848,2022-06-20,DEU,Baden-Württemberg,3779452.0,16761.0,3762683.0,8392976.0,10486660,10736.0
849,2022-06-21,DEU,Baden-Württemberg,3792741.0,16769.0,3775964.0,8393170.0,10486660,13289.0
850,2022-06-22,DEU,Baden-Württemberg,3803810.0,16776.0,3787026.0,8393414.0,10486660,11069.0
851,2022-06-23,DEU,Baden-Württemberg,3815702.0,16789.0,3798905.0,8393669.0,10486660,11892.0
852,2022-06-24,DEU,Baden-Württemberg,3824746.0,16799.0,3807939.0,8393980.0,10486660,9044.0
853,2022-06-25,DEU,Baden-Württemberg,3827218.0,16803.0,3810407.0,8394231.0,10486660,2472.0
854,2022-06-26,DEU,Baden-Württemberg,3828662.0,16805.0,3811849.0,8394356.0,10486660,1444.0
855,2022-06-27,DEU,Baden-Württemberg,3841327.0,16819.0,3824500.0,8394591.0,10486660,12665.0
856,2022-06-28,DEU,Baden-Württemberg,3856166.0,16825.0,3839333.0,8394865.0,10486660,14839.0
857,2022-06-29,DEU,Baden-Württemberg,3870548.0,16833.0,3853707.0,8395146.0,10486660,14382.0
858,2022-06-30,DEU,Baden-Württemberg,3883889.0,16838.0,3867043.0,8395289.0,10486660,13341.0
859,2022-07-01,DEU,Baden-Württemberg,3894766.0,16848.0,3877910.0,8395489.0,10486660,10877.0
860,2022-07-02,DEU,Baden-Württemberg,3897879.0,16848.0,3881023.0,8395567.0,10486660,3113.0
861,2022-07-03,DEU,Baden-Württemberg,3899324.0,16851.0,3882465.0,8395615.0,10486660,1445.0
862,2022-07-04,DEU,Baden-Württemberg,3914634.0,16862.0,3897764.0,8395725.0,10486660,15310.0
863,2022-07-05,DEU,Baden-Württemberg,3932384.0,16873.0,3915503.0,8395853.0,10486660,17750.0
864,2022-07-06,DEU,Baden-Württemberg,3950014.0,16880.0,3933126.0,8396087.0,10486660,17630.0
865,2022-07-07,DEU,Baden-Württemberg,3966073.0,16887.0,3949178.0,8396306.0,10486660,16059.0
866,2022-07-08,DEU,Baden-Württemberg,3980386.0,16896.0,3963482.0,8396590.0,10486660,14313.0
867,2022-07-09,DEU,Baden-Württemberg,3983431.0,16901.0,3966522.0,8396789.0,10486660,3045.0
868,2022-07-10,DEU,Baden-Württemberg,3984975.0,16903.0,3968064.0,8396819.0,10486660,1544.0
869,2022-07-11,DEU,Baden-Württemberg,4003925.0,16923.0,3986994.0,8397157.0,10486660,18950.0
870,2022-07-12,DEU,Baden-Württemberg,4026035.0,16945.0,4009082.0,8397359.0,10486660,22110.0
871,2022-07-13,DEU,Baden-Württemberg,4047197.0,16965.0,4030224.0,8397536.0,10486660,21162.0
872,2022-07-14,DEU,Baden-Württemberg,4064414.0,16990.0,4047416.0,8397660.0,10486660,17217.0
873,2022-07-15,DEU,Baden-Württemberg,4081896.0,17011.0,4064877.0,8397868.0,10486660,17482.0
874,2022-07-16,DEU,Baden-Württemberg,4085196.0,17014.0,4068174.0,8398115.0,10486660,3300.0
875,2022-07-17,DEU,Baden-Württemberg,4086700.0,17017.0,4069675.0,8398206.0,10486660,1504.0
876,2022-07-18,DEU,Baden-Württemberg,4106890.0,17050.0,4089832.0,8398295.0,10486660,20190.0
877,2022-07-19,DEU,Baden-Württemberg,4128315.0,17069.0,4111238.0,8398508.0,10486660,21425.0
878,2022-07-20,DEU,Baden-Württemberg,4146337.0,17097.0,4129232.0,8398679.0,10486660,18022.0
879,2022-07-21,DEU,Baden-Württemberg,4162705.0,17123.0,4145574.0,8398939.0,10486660,16368.0
880,2022-07-22,DEU,Baden-Württemberg,4176578.0,17145.0,4159425.0,8399202.0,10486660,13873.0
881,2022-07-23,DEU,Baden-Württemberg,4179494.0,17148.0,4162338.0,8399384.0,10486660,2916.0
882,2022-07-24,DEU,Baden-Württemberg,4180968.0,17156.0,4163804.0,8399500.0,10486660,1474.0
883,2022-07-25,DEU,Baden-Württemberg,4199172.0,17197.0,4181967.0,8399647.0,10486660,18204.0
884,2022-07-26,DEU,Baden-Württemberg,4217014.0,17218.0,4199787.0,8399903.0,10486660,17842.0
885,2022-07-27,DEU,Baden-Württemberg,4231543.0,17243.0,4214291.0,8400142.0,10486660,14529.0
886,2022-07-28,DEU,Baden-Württemberg,4243577.0,17258.0,4226310.0,8400315.0,10486660,12034.0
887,2022-07-29,DEU,Baden-Württemberg,4253139.0,17276.0,4235854.0,8400776.0,10486660,9562.0
888,2022-07-30,DEU,Baden-Württemberg,4255645.0,17280.0,4238356.0,8400889.0,10486660,2506.0
889,2022-07-31,DEU,Baden-Württemberg,4256558.0,17282.0,4239267.0,8400967.0,10486660,913.0
890,2022-08-01,DEU,Baden-Württemberg,4267699.0,17293.0,4250397.0,8401104.0,10486660,11141.0
891,2022-08-02,DEU,Baden-Württemberg,4278396.0,17305.0,4261082.0,8401255.0,10486660,10697.0
892,2022-08-03,DEU,Baden-Württemberg,4288310.0,17325.0,4270976.0,8401443.0,10486660,9914.0
893,2022-08-04,DEU,Baden-Württemberg,4295936.0,17335.0,4278592.0,8401617.0,10486660,7626.0
894,2022-08-05,DEU,Baden-Württemberg,4303399.0,17354.0,4286036.0,8401779.0,10486660,7463.0
895,2022-08-06,DEU,Baden-Württemberg,4305309.0,17357.0,4287943.0,8401922.0,10486660,1910.0
896,2022-08-07,DEU,Baden-Württemberg,4306011.0,17358.0,4288644.0,8401988.0,10486660,702.0
897,2022-08-08,DEU,Baden-Württemberg,4313780.0,17384.0,4296387.0,8402073.0,10486660,7769.0
898,2022-08-09,DEU,Baden-Württemberg,4321933.0,17393.0,4304531.0,8402210.0,10486660,8153.0
899,2022-08-10,DEU,Baden-Württemberg,4327941.0,17406.0,4310526.0,8402412.0,10486660,6008.0
900,2022-08-11,DEU,Baden-Württemberg,4332785.0,17417.0,4315359.0,8402573.0,10486660,4844.0
901,2022-08-12,DEU,Baden-Württemberg,4336740.0,17426.0,4319305.0,8402760.0,10486660,3955.0
902,2022-08-13,DEU,Baden-Württemberg,4338003.0,17429.0,4320565.0,8402868.0,10486660,1263.0
903,2022-08-14,DEU,Baden-Württemberg,4338605.0,17431.0,4321165.0,8402936.0,10486660,602.0
904,2022-08-15,DEU,Baden-Württemberg,4344473.0,17448.0,4327016.0,8403050.0,10486660,5868.0
905,2022-08-16,DEU,Baden-Württemberg,4350335.0,17458.0,4332868.0,8403201.0,10486660,5862.0
906,2022-08-17,DEU,Baden-Württemberg,4355234.0,17473.0,4337752.0,8403342.0,10486660,4899.0
907,2022-08-18,DEU,Baden-Württemberg,4359122.0,17478.0,4341635.0,8403510.0,10486660,3888.0
908,2022-08-19,DEU,Baden-Württemberg,4362377.0,17482.0,4344886.0,8403713.0,10486660,3255.0
909,2022-08-20,DEU,Baden-Württemberg,4363317.0,17485.0,4345823.0,8403826.0,10486660,940.0
910,2022-08-21,DEU,Baden-Württemberg,4363816.0,17487.0,4346320.0,8403888.0,10486660,499.0
911,2022-08-22,DEU,Baden-Württemberg,4368314.0,17497.0,4350808.0,8403995.0,10486660,4498.0
912,2022-08-23,DEU,Baden-Württemberg,4373143.0,17505.0,4355629.0,8404087.0,10486660,4829.0
913,2022-08-24,DEU,Baden-Württemberg,4377163.0,17514.0,4359640.0,8404215.0,10486660,4020.0
914,2022-08-25,DEU,Baden-Württemberg,4380285.0,17519.0,4362757.0,8404318.0,10486660,3122.0
915,2022-08-26,DEU,Baden-Württemberg,4382954.0,17522.0,4365423.0,8404471.0,10486660,2669.0
916,2022-08-27,DEU,Baden-Württemberg,4383898.0,17525.0,4366364.0,8404587.0,10486660,944.0
917,2022-08-28,DEU,Baden-Württemberg,4384323.0,17527.0,4366787.0,8404651.0,10486660,425.0
918,2022-08-29,DEU,Baden-Württemberg,4388543.0,17531.0,4371003.0,8404751.0,10486660,4220.0
