,region,date,variable,value
0,Abruzzo,2021-12-01,temperature,8.593484714061752
1,Abruzzo,2021-12-02,temperature,11.207309247981406
2,Abruzzo,2021-12-03,temperature,9.394332648978676
3,Abruzzo,2021-12-04,temperature,8.67011293295913
4,Abruzzo,2021-12-05,temperature,10.477769996179388
5,Abruzzo,2021-12-06,temperature,7.1800792575504016
6,Abruzzo,2021-12-07,temperature,6.615486997181376
7,Abruzzo,2021-12-08,temperature,7.992501700187499
8,Abruzzo,2021-12-09,temperature,8.381725318575906
9,Abruzzo,2021-12-10,temperature,6.744591617049037
10,Abruzzo,2021-12-11,temperature,7.269038530726588
11,Abruzzo,2021-12-12,temperature,7.477192328191922
12,Abruzzo,2021-12-13,temperature,8.829692597572384
13,Abruzzo,2021-12-14,temperature,9.871961096658472
14,Abruzzo,2021-12-15,temperature,10.019333526445083
15,Abruzzo,2021-12-16,temperature,9.595924389312632
16,Abruzzo,2021-12-17,temperature,9.24113298564362
17,Abruzzo,2021-12-18,temperature,7.797586726363588
18,Abruzzo,2021-12-19,temperature,8.084064573820925
19,Abruzzo,2021-12-20,temperature,8.592559462956492
20,Abruzzo,2021-12-21,temperature,8.82943680865826
21,Abruzzo,2021-12-22,temperature,7.777805606797325
22,Abruzzo,2021-12-23,temperature,7.585060469106905
23,Abruzzo,2021-12-24,temperature,10.254635800712904
24,Abruzzo,2021-12-25,temperature,11.597510439036885
25,Abruzzo,2021-12-26,temperature,11.446452972503884
26,Abruzzo,2021-12-27,temperature,10.386104277790164
27,Abruzzo,2021-12-28,temperature,10.441191631198343
28,Abruzzo,2021-12-29,temperature,10.430681076093304
29,Abruzzo,2021-12-30,temperature,10.346678427550339
30,Abruzzo,2021-12-31,temperature,10.508421488103563
31,Abruzzo,2022-01-01,temperature,10.582782615655528
32,Abruzzo,2022-01-02,temperature,9.82813437949359
33,Abruzzo,2022-01-03,temperature,9.470214819323488
34,Abruzzo,2022-01-04,temperature,10.224505114694539
35,Abruzzo,2022-01-05,temperature,11.8181719865736
36,Abruzzo,2022-01-06,temperature,9.150591654973338
37,Abruzzo,2022-01-07,temperature,7.974612597242491
38,Abruzzo,2022-01-08,temperature,6.0055633277905995
39,Abruzzo,2022-01-09,temperature,5.2736449512039645
40,Abruzzo,2022-01-10,temperature,6.603560170082451
41,Abruzzo,2022-01-11,temperature,7.438669971398498
42,Abruzzo,2022-01-12,temperature,5.843417641620408
43,Abruzzo,2022-01-13,temperature,5.8731772943086815
44,Abruzzo,2022-01-14,temperature,7.360745069840627
45,Abruzzo,2022-01-15,temperature,9.268653522739775
46,Abruzzo,2022-01-16,temperature,8.868410566441192
47,Abruzzo,2022-01-17,temperature,8.085686523109592
48,Abruzzo,2022-01-18,temperature,8.38696508739564
49,Abruzzo,2022-01-19,temperature,6.927249213901735
50,Abruzzo,2022-01-20,temperature,7.835323475619529
51,Abruzzo,2022-01-21,temperature,6.682117123240204
52,Abruzzo,2022-01-22,temperature,5.625050138526812
53,Abruzzo,2022-01-23,temperature,7.039109834370112
54,Abruzzo,2022-01-24,temperature,5.967600059483133
55,Abruzzo,2022-01-25,temperature,4.5365455308113045
56,Abruzzo,2022-01-26,temperature,6.122531841611938
57,Abruzzo,2022-01-27,temperature,6.687418118834152
58,Abruzzo,2022-01-28,temperature,7.110389510956145
59,Abruzzo,2022-01-29,temperature,6.679048902083949
60,Abruzzo,2022-01-30,temperature,8.1372760655867
61,Abruzzo,2022-01-31,temperature,7.9574595826040415
62,Abruzzo,2022-02-01,temperature,7.370368996807908
63,Abruzzo,2022-02-02,temperature,8.006111823115008
64,Abruzzo,2022-02-03,temperature,8.620172212862368
65,Abruzzo,2022-02-04,temperature,8.870911074453273
66,Abruzzo,2022-02-05,temperature,9.04117657295233
67,Abruzzo,2022-02-06,temperature,8.86199422707078
68,Abruzzo,2022-02-07,temperature,9.53489529484454
69,Abruzzo,2022-02-08,temperature,7.9260206635236194
70,Abruzzo,2022-02-09,temperature,8.990753452021258
71,Abruzzo,2022-02-10,temperature,9.10711511758519
72,Abruzzo,2022-02-11,temperature,9.367852038148014
73,Abruzzo,2022-02-12,temperature,9.05420361477502
74,Abruzzo,2022-02-13,temperature,7.930674164633136
75,Abruzzo,2022-02-14,temperature,9.112136880689183
76,Abruzzo,2022-02-15,temperature,10.135827623941701
77,Abruzzo,2022-02-16,temperature,8.106740818960574
78,Abruzzo,2022-02-17,temperature,9.150633131773873
79,Abruzzo,2022-02-18,temperature,10.619921584017774
80,Abruzzo,2022-02-19,temperature,11.223600349745318
81,Abruzzo,2022-02-20,temperature,10.773554124697924
82,Abruzzo,2022-02-21,temperature,10.881137802049139
83,Abruzzo,2022-02-22,temperature,9.293819918521432
84,Abruzzo,2022-02-23,temperature,9.717955261591804
85,Abruzzo,2022-02-24,temperature,9.743704053284803
86,Abruzzo,2022-02-25,temperature,9.417117349710155
87,Abruzzo,2022-02-26,temperature,5.363613237617879
88,Abruzzo,2022-02-27,temperature,5.836970870499549
89,Abruzzo,2022-02-28,temperature,6.1138464593844
90,Abruzzo,2022-03-01,temperature,3.9315229963853326
91,Abruzzo,2022-03-02,temperature,4.629190954113722
92,Abruzzo,2022-03-03,temperature,6.1496844354241365
93,Abruzzo,2022-03-04,temperature,6.332938655974053
94,Abruzzo,2022-03-05,temperature,5.326422752422307
95,Abruzzo,2022-03-06,temperature,5.434299032769549
96,Abruzzo,2022-03-07,temperature,5.039643189415842
97,Abruzzo,2022-03-08,temperature,4.442662542566164
98,Abruzzo,2022-03-09,temperature,6.2373263522312
99,Abruzzo,2022-03-10,temperature,8.177092737922615
100,Abruzzo,2022-03-11,temperature,6.945585591759366
101,Abruzzo,2022-03-12,temperature,6.006969092792735
102,Abruzzo,2022-03-13,temperature,5.982724225763413
103,Abruzzo,2022-03-14,temperature,7.812399630669047
104,Abruzzo,2022-03-15,temperature,9.151672167291277
105,Abruzzo,2022-03-16,temperature,9.815871719836414
106,Abruzzo,2022-03-17,temperature,10.23287285374132
107,Abruzzo,2022-03-18,temperature,10.190570393358428
108,Abruzzo,2022-03-19,temperature,9.445302379918207
109,Abruzzo,2022-03-20,temperature,7.216760897386857
110,Abruzzo,2022-03-21,temperature,7.592683980247066
111,Abruzzo,2022-03-22,temperature,8.526493066522779
112,Abruzzo,2022-03-23,temperature,9.870307320231387
113,Abruzzo,2022-03-24,temperature,10.850378148165316
114,Abruzzo,2022-03-25,temperature,11.390008996068557
115,Abruzzo,2022-03-26,temperature,11.449747630539731
116,Abruzzo,2022-03-27,temperature,11.149831685064814
117,Abruzzo,2022-03-28,temperature,10.723246284948782
118,Abruzzo,2022-03-29,temperature,11.052569554033207
119,Abruzzo,2022-03-30,temperature,11.054892857120672
120,Abruzzo,2022-03-31,temperature,13.44699287859929
121,Abruzzo,2022-04-01,temperature,11.737354573450412
122,Abruzzo,2022-04-02,temperature,8.63863999245297
123,Abruzzo,2022-04-03,temperature,7.370452583613056
124,Abruzzo,2022-04-04,temperature,8.468941318958525
125,Abruzzo,2022-04-05,temperature,9.603279380381089
126,Abruzzo,2022-04-06,temperature,10.530581657766783
127,Abruzzo,2022-04-07,temperature,12.21444436675774
128,Abruzzo,2022-04-08,temperature,15.356276848633799
129,Abruzzo,2022-04-09,temperature,14.510895230243895
130,Abruzzo,2022-04-10,temperature,8.924153587058926
131,Abruzzo,2022-04-11,temperature,10.237291855774236
132,Abruzzo,2022-04-12,temperature,11.702139085618388
133,Abruzzo,2022-04-13,temperature,12.725304470940944
134,Abruzzo,2022-04-14,temperature,13.068753065885645
135,Abruzzo,2022-04-15,temperature,13.14311028699517
136,Abruzzo,2022-04-16,temperature,13.900538298985177
137,Abruzzo,2022-04-17,temperature,10.356960635880958
138,Abruzzo,2022-04-18,temperature,10.48207647092043
139,Abruzzo,2022-04-19,temperature,11.786668526320245
140,Abruzzo,2022-04-20,temperature,12.122160746373794
141,Abruzzo,2022-04-21,temperature,12.395565539741495
142,Abruzzo,2022-04-22,temperature,14.017341742683143
143,Abruzzo,2022-04-23,temperature,14.696082459040323
144,Abruzzo,2022-04-24,temperature,15.515733708020822
145,Abruzzo,2022-04-25,temperature,14.591112105302816
146,Abruzzo,2022-04-26,temperature,14.670636768850862
147,Abruzzo,2022-04-27,temperature,14.935190171332879
148,Abruzzo,2022-04-28,temperature,14.336683487811989
149,Abruzzo,2022-04-29,temperature,14.85934885659044
150,Abruzzo,2022-04-30,temperature,14.865281246870795
151,Abruzzo,2022-05-01,temperature,13.902534437538819
152,Abruzzo,2022-05-02,temperature,13.501031613236849
153,Abruzzo,2022-05-03,temperature,14.500426010160673
154,Abruzzo,2022-05-04,temperature,15.125812267608183
155,Abruzzo,2022-05-05,temperature,14.648835529469075
156,Abruzzo,2022-05-06,temperature,14.998553089880438
157,Abruzzo,2022-05-07,temperature,14.560207903628264
158,Abruzzo,2022-05-08,temperature,14.816466311104882
159,Abruzzo,2022-05-09,temperature,16.354892878501143
160,Abruzzo,2022-05-10,temperature,17.056437713358136
161,Abruzzo,2022-05-11,temperature,18.42689430334434
162,Abruzzo,2022-05-12,temperature,19.80718752133471
163,Abruzzo,2022-05-13,temperature,20.008166998943807
164,Abruzzo,2022-05-14,temperature,19.994187748868534
165,Abruzzo,2022-05-15,temperature,20.353669026019936
166,Abruzzo,2022-05-16,temperature,21.0625678687161
167,Abruzzo,2022-05-17,temperature,20.781105282957554
168,Abruzzo,2022-05-18,temperature,19.878416923470795
169,Abruzzo,2022-05-19,temperature,19.158578291192423
170,Abruzzo,2022-05-20,temperature,19.99490668960892
171,Abruzzo,2022-05-21,temperature,21.36811760241152
172,Abruzzo,2022-05-22,temperature,22.23153575498676
173,Abruzzo,2022-05-23,temperature,22.83810790965394
174,Abruzzo,2022-05-24,temperature,23.43698067854821
175,Abruzzo,2022-05-25,temperature,22.642331591037085
176,Abruzzo,2022-05-26,temperature,22.17005762972138
177,Abruzzo,2022-05-27,temperature,22.447727904854112
178,Abruzzo,2022-05-28,temperature,22.128905733256666
179,Abruzzo,2022-05-29,temperature,19.411750364969908
180,Abruzzo,2022-05-30,temperature,20.521647430098017
181,Abruzzo,2022-05-31,temperature,21.338187858169547
182,Abruzzo,2022-06-01,temperature,22.338982898998797
183,Abruzzo,2022-06-02,temperature,24.04345731660454
184,Abruzzo,2022-06-03,temperature,24.540502807860634
185,Abruzzo,2022-06-04,temperature,24.760553572632173
186,Abruzzo,2022-06-05,temperature,26.46450862011284
187,Abruzzo,2022-06-06,temperature,24.80627982248336
188,Abruzzo,2022-06-07,temperature,24.25783213915335
189,Abruzzo,2022-06-08,temperature,22.02440715303178
190,Abruzzo,2022-06-09,temperature,19.317129193308208
191,Abruzzo,2022-06-10,temperature,19.39615618541253
192,Abruzzo,2022-06-11,temperature,21.425271667852172
193,Abruzzo,2022-06-12,temperature,21.841318935958384
194,Abruzzo,2022-06-13,temperature,23.300515812327564
195,Abruzzo,2022-06-14,temperature,23.03339341834558
196,Abruzzo,2022-06-15,temperature,23.049557136907996
197,Abruzzo,2022-06-16,temperature,24.547884397726236
198,Abruzzo,2022-06-17,temperature,23.93363636464024
199,Abruzzo,2022-06-18,temperature,23.06310581857673
200,Abruzzo,2022-06-19,temperature,23.048651795441046
201,Abruzzo,2022-06-20,temperature,24.685235367228813
202,Abruzzo,2022-06-21,temperature,25.529797505754466
203,Abruzzo,2022-06-22,temperature,25.72542433234694
204,Abruzzo,2022-06-23,temperature,26.09937544876041
205,Abruzzo,2022-06-24,temperature,26.76844784505317
206,Abruzzo,2022-06-25,temperature,24.871017390245264
207,Abruzzo,2022-06-26,temperature,25.591628699953763
208,Abruzzo,2022-06-27,temperature,27.131311765292473
209,Abruzzo,2022-06-28,temperature,27.088054709197166
210,Abruzzo,2022-06-29,temperature,26.023534509095153
211,Abruzzo,2022-06-30,temperature,25.946331491618924
212,Abruzzo,2022-07-01,temperature,26.554217745264353
213,Abruzzo,2022-07-02,temperature,26.727500920597883
214,Abruzzo,2022-07-03,temperature,26.837840777559368
215,Abruzzo,2022-07-04,temperature,27.64169961613468
216,Abruzzo,2022-07-05,temperature,26.648807828517306
217,Abruzzo,2022-07-06,temperature,26.185283651706534
218,Abruzzo,2022-07-07,temperature,24.830498550965757
219,Abruzzo,2022-07-08,temperature,21.671889139602012
220,Abruzzo,2022-07-09,temperature,21.762488736275632
221,Abruzzo,2022-07-10,temperature,22.444458987615725
222,Abruzzo,2022-07-11,temperature,23.394559016887477
223,Abruzzo,2022-07-12,temperature,23.44238361881402
224,Abruzzo,2022-07-13,temperature,23.320015454631992
225,Abruzzo,2022-07-14,temperature,24.441106226652245
226,Abruzzo,2022-07-15,temperature,26.484065595983033
227,Abruzzo,2022-07-16,temperature,26.900583128099594
228,Abruzzo,2022-07-17,temperature,26.268940685829417
229,Abruzzo,2022-07-18,temperature,25.289542635488473
230,Abruzzo,2022-07-19,temperature,25.057356056379888
231,Abruzzo,2022-07-20,temperature,25.55981998851231
232,Abruzzo,2022-07-21,temperature,26.353072745310612
233,Abruzzo,2022-07-22,temperature,27.292484245149947
234,Abruzzo,2022-07-23,temperature,28.244593271008455
235,Abruzzo,2022-07-24,temperature,28.006406259759842
236,Abruzzo,2022-07-25,temperature,28.396643640568723
237,Abruzzo,2022-07-26,temperature,27.65252527424179
238,Abruzzo,2022-07-27,temperature,26.072174449614497
239,Abruzzo,2022-07-28,temperature,25.510642306272107
240,Abruzzo,2022-07-29,temperature,26.406705375368045
241,Abruzzo,2022-07-30,temperature,24.955048596854173
242,Abruzzo,2022-07-31,temperature,25.568719897657306
243,Abruzzo,2022-08-01,temperature,26.374436607419778
244,Abruzzo,2022-08-02,temperature,26.419280689395656
245,Abruzzo,2022-08-03,temperature,26.045039312395808
246,Abruzzo,2022-08-04,temperature,26.308242117488724
247,Abruzzo,2022-08-05,temperature,27.14884519164584
248,Abruzzo,2022-08-06,temperature,27.52955457228679
249,Abruzzo,2022-08-07,temperature,26.272811314138433
250,Abruzzo,2022-08-08,temperature,24.8863629519507
251,Abruzzo,2022-08-09,temperature,23.39433042078312
252,Abruzzo,2022-08-10,temperature,24.198367300473965
253,Abruzzo,2022-08-11,temperature,24.10652803639228
254,Abruzzo,2022-08-12,temperature,23.48611490478421
255,Abruzzo,2022-08-13,temperature,21.739986595266743
256,Abruzzo,2022-08-14,temperature,22.962074977709594
257,Abruzzo,2022-08-15,temperature,24.9899151005224
258,Abruzzo,2022-08-16,temperature,25.413173664145795
259,Abruzzo,2022-08-17,temperature,26.002136642060858
260,Abruzzo,2022-08-18,temperature,27.894844550923903
261,Abruzzo,2022-08-19,temperature,25.56108279549439
262,Abruzzo,2022-08-20,temperature,24.023424266239047
263,Abruzzo,2022-08-21,temperature,24.66287533710506
264,Abruzzo,2022-08-22,temperature,24.0293497327852
265,Abruzzo,2022-08-23,temperature,22.675442168790845
266,Abruzzo,2022-08-24,temperature,22.978833654303482
267,Abruzzo,2022-08-25,temperature,23.85543863151498
268,Abruzzo,2022-08-26,temperature,24.671069547698224
269,Abruzzo,2022-08-27,temperature,24.32706794858815
270,Abruzzo,2022-08-28,temperature,23.40865296018214
271,Abruzzo,2022-08-29,temperature,23.461916130207655
272,Abruzzo,2022-08-30,temperature,24.612351981860687
273,Abruzzo,2022-08-31,temperature,24.831320880181803
274,Abruzzo,2022-09-01,temperature,20.83328926203336
275,Abruzzo,2022-09-02,temperature,21.30488048941968
276,Abruzzo,2022-09-03,temperature,21.806679592685228
277,Abruzzo,2022-09-04,temperature,21.988199588106767
278,Abruzzo,2022-09-05,temperature,22.89952952691859
279,Abruzzo,2022-09-06,temperature,23.938297687536924
280,Abruzzo,2022-09-07,temperature,24.353028631828348
281,Abruzzo,2022-09-08,temperature,24.509795990435578
282,Abruzzo,2022-09-09,temperature,24.91157976236316
283,Abruzzo,2022-09-10,temperature,23.468749688588016
284,Abruzzo,2022-09-11,temperature,21.9065354010421
285,Abruzzo,2022-09-12,temperature,21.81801953929804
286,Abruzzo,2022-09-13,temperature,22.87726087149383
287,Abruzzo,2022-09-14,temperature,24.31483888863751
288,Abruzzo,2022-09-15,temperature,24.614549521315315
289,Abruzzo,2022-09-16,temperature,25.600533947056032
290,Abruzzo,2022-09-17,temperature,20.644258058908388
291,Abruzzo,2022-09-18,temperature,17.570859660910628
292,Abruzzo,2022-09-19,temperature,19.252119119814
293,Abruzzo,2022-09-20,temperature,18.87266164472648
294,Abruzzo,2022-09-21,temperature,16.769021253622896
295,Abruzzo,2022-09-22,temperature,15.840647185361766
296,Abruzzo,2022-09-23,temperature,16.041493697737145
297,Abruzzo,2022-09-24,temperature,17.962357704420505
298,Abruzzo,2022-09-25,temperature,18.20737763565574
299,Abruzzo,2022-09-26,temperature,18.302440811469864
300,Abruzzo,2022-09-27,temperature,19.62545647545591
301,Abruzzo,2022-09-28,temperature,19.091528753006855
302,Abruzzo,2022-09-29,temperature,20.553685157582162
303,Abruzzo,2022-09-30,temperature,20.238545808419424
304,Abruzzo,2022-10-01,temperature,18.674130133913835
305,Abruzzo,2022-10-02,temperature,18.713726390925494
306,Abruzzo,2022-10-03,temperature,18.728784392850404
307,Abruzzo,2022-10-04,temperature,18.25621820999798
308,Abruzzo,2022-10-05,temperature,17.990692926649118
309,Abruzzo,2022-10-06,temperature,18.5568322332594
310,Abruzzo,2022-10-07,temperature,18.456307416447686
311,Abruzzo,2022-10-08,temperature,18.806412202339
312,Abruzzo,2022-10-09,temperature,18.42544797460817
313,Abruzzo,2022-10-10,temperature,18.296754468683716
314,Abruzzo,2022-10-11,temperature,17.829599488371382
315,Abruzzo,2022-10-12,temperature,17.951467806556693
316,Abruzzo,2022-10-13,temperature,16.49249580028725
317,Abruzzo,2022-10-14,temperature,16.888575284903006
318,Abruzzo,2022-10-15,temperature,16.832747750769258
319,Abruzzo,2022-10-16,temperature,17.723879704021165
320,Abruzzo,2022-10-17,temperature,17.915574008735202
321,Abruzzo,2022-10-18,temperature,18.339433925245284
322,Abruzzo,2022-10-19,temperature,18.75152120709922
323,Abruzzo,2022-10-20,temperature,17.802774396458528
324,Abruzzo,2022-10-21,temperature,17.478225646543358
325,Abruzzo,2022-10-22,temperature,19.195372043980115
326,Abruzzo,2022-10-23,temperature,19.747829532295793
327,Abruzzo,2022-10-24,temperature,18.758359489062485
328,Abruzzo,2022-10-25,temperature,18.923488905042696
329,Abruzzo,2022-10-26,temperature,18.839843131381365
330,Abruzzo,2022-10-27,temperature,18.27204056574586
331,Abruzzo,2022-10-28,temperature,17.951080709386957
332,Abruzzo,2022-10-29,temperature,17.711674300147248
333,Abruzzo,2022-10-30,temperature,17.596127429962568
334,Abruzzo,2022-10-31,temperature,17.737785700912447
335,Abruzzo,2022-11-01,temperature,17.081189384905194
336,Abruzzo,2022-11-02,temperature,17.264394742876178
337,Abruzzo,2022-11-03,temperature,16.37191491170489
338,Abruzzo,2022-11-04,temperature,17.2096274975839
339,Abruzzo,2022-11-05,temperature,12.9951278759474
340,Abruzzo,2022-11-06,temperature,13.664756363441686
341,Abruzzo,2022-11-07,temperature,13.341804928446805
342,Abruzzo,2022-11-08,temperature,13.391878048405752
343,Abruzzo,2022-11-09,temperature,13.668307651848686
344,Abruzzo,2022-11-10,temperature,14.367954918157464
345,Abruzzo,2022-11-11,temperature,15.088986029900495
346,Abruzzo,2022-11-12,temperature,13.978095957801008
347,Abruzzo,2022-11-13,temperature,11.323872288873261
348,Abruzzo,2022-11-14,temperature,11.944105840629529
349,Abruzzo,2022-11-15,temperature,12.5758429441915
350,Abruzzo,2022-11-16,temperature,15.057552230728366
351,Abruzzo,2022-11-17,temperature,14.444165771017312
352,Abruzzo,2022-11-18,temperature,15.691241445053503
353,Abruzzo,2022-11-19,temperature,13.264054902129107
354,Abruzzo,2022-11-20,temperature,11.236416553226984
355,Abruzzo,2022-11-21,temperature,11.397542390234545
356,Abruzzo,2022-11-22,temperature,12.491814192134061
357,Abruzzo,2022-11-23,temperature,10.485677114404467
358,Abruzzo,2022-11-24,temperature,11.073826540498377
359,Abruzzo,2022-11-25,temperature,11.122432758242756
360,Abruzzo,2022-11-26,temperature,10.226364842152027
361,Abruzzo,2022-11-27,temperature,10.275629147159012
362,Abruzzo,2022-11-28,temperature,8.757811673149888
363,Abruzzo,2022-11-29,temperature,9.39052443803967
364,Abruzzo,2022-11-30,temperature,9.453908259039267
365,Abruzzo,2022-12-01,temperature,8.695884821886747
366,Abruzzo,2022-12-02,temperature,8.991494436261304
367,Abruzzo,2022-12-03,temperature,10.316523348377004
368,Abruzzo,2022-12-04,temperature,12.028323458737601
369,Abruzzo,2022-12-05,temperature,12.05699837015906
370,Abruzzo,2022-12-06,temperature,11.746899680075323
371,Abruzzo,2022-12-07,temperature,10.969406655898297
372,Abruzzo,2022-12-08,temperature,11.128644331149681
373,Abruzzo,2022-12-09,temperature,13.886721174080344
374,Abruzzo,2022-12-10,temperature,13.146968690190416
375,Abruzzo,2022-12-11,temperature,10.396178839588394
376,Abruzzo,2022-12-12,temperature,6.764457728258651
377,Abruzzo,2022-12-13,temperature,7.225905850486815
378,Abruzzo,2022-12-14,temperature,8.38372612980874
379,Abruzzo,2022-12-15,temperature,11.120027310961063
380,Abruzzo,2022-12-16,temperature,13.378527857317728
381,Abruzzo,2022-12-17,temperature,11.914748080371476
382,Abruzzo,2022-12-18,temperature,10.598553833935409
383,Abruzzo,2022-12-19,temperature,8.869077399376842
384,Abruzzo,2022-12-20,temperature,8.894487762149085
385,Abruzzo,2022-12-21,temperature,8.600385411161096
386,Abruzzo,2022-12-22,temperature,9.252168394428857
387,Abruzzo,2022-12-23,temperature,10.328946133488417
388,Abruzzo,2022-12-24,temperature,11.002067090638882
389,Abruzzo,2022-12-25,temperature,10.511983053213626
390,Abruzzo,2022-12-26,temperature,10.769189095119676
391,Abruzzo,2022-12-27,temperature,10.950680430723205
392,Abruzzo,2022-12-28,temperature,10.092432109637022
393,Abruzzo,2022-12-29,temperature,10.210540457835291
394,Abruzzo,2022-12-30,temperature,11.141698685691383
395,Abruzzo,2022-12-31,temperature,12.346159028368035
396,Auvergne-Rhône-Alpes,2021-12-01,temperature,3.0255995976295007
397,Auvergne-Rhône-Alpes,2021-12-02,temperature,1.6394400928369726
398,Auvergne-Rhône-Alpes,2021-12-03,temperature,0.027058019769028035
399,Auvergne-Rhône-Alpes,2021-12-04,temperature,4.979004110645031
400,Auvergne-Rhône-Alpes,2021-12-05,temperature,1.5300687111550235
401,Auvergne-Rhône-Alpes,2021-12-06,temperature,1.6268031435675059
402,Auvergne-Rhône-Alpes,2021-12-07,temperature,3.8877137992880346
403,Auvergne-Rhône-Alpes,2021-12-08,temperature,3.0869068148513596
404,Auvergne-Rhône-Alpes,2021-12-09,temperature,1.3406669837249343
405,Auvergne-Rhône-Alpes,2021-12-10,temperature,1.4358399406593731
406,Auvergne-Rhône-Alpes,2021-12-11,temperature,1.2671457871480354
407,Auvergne-Rhône-Alpes,2021-12-12,temperature,0.6003600439422231
408,Auvergne-Rhône-Alpes,2021-12-13,temperature,1.4435784387364714
409,Auvergne-Rhône-Alpes,2021-12-14,temperature,0.9149260917690535
410,Auvergne-Rhône-Alpes,2021-12-15,temperature,0.8811606102670044
411,Auvergne-Rhône-Alpes,2021-12-16,temperature,1.3783572582287071
412,Auvergne-Rhône-Alpes,2021-12-17,temperature,1.3739984389135147
413,Auvergne-Rhône-Alpes,2021-12-18,temperature,0.2893986294000787
414,Auvergne-Rhône-Alpes,2021-12-19,temperature,-0.8219108779604617
415,Auvergne-Rhône-Alpes,2021-12-20,temperature,-1.7673964153875164
416,Auvergne-Rhône-Alpes,2021-12-21,temperature,-1.550992385150209
417,Auvergne-Rhône-Alpes,2021-12-22,temperature,-1.7606948889188594
418,Auvergne-Rhône-Alpes,2021-12-23,temperature,2.6623439602961145
419,Auvergne-Rhône-Alpes,2021-12-24,temperature,5.39366813752728
420,Auvergne-Rhône-Alpes,2021-12-25,temperature,5.706431075594922
421,Auvergne-Rhône-Alpes,2021-12-26,temperature,5.877146530490437
422,Auvergne-Rhône-Alpes,2021-12-27,temperature,5.900610814238717
423,Auvergne-Rhône-Alpes,2021-12-28,temperature,8.722894163632482
424,Auvergne-Rhône-Alpes,2021-12-29,temperature,9.783306155266544
425,Auvergne-Rhône-Alpes,2021-12-30,temperature,10.08452671427391
426,Auvergne-Rhône-Alpes,2021-12-31,temperature,6.847380429156315
427,Auvergne-Rhône-Alpes,2022-01-01,temperature,5.1869068479783165
428,Auvergne-Rhône-Alpes,2022-01-02,temperature,6.320703108196499
429,Auvergne-Rhône-Alpes,2022-01-03,temperature,7.8426390022678465
430,Auvergne-Rhône-Alpes,2022-01-04,temperature,9.890693537462084
431,Auvergne-Rhône-Alpes,2022-01-05,temperature,2.1179365142371926
432,Auvergne-Rhône-Alpes,2022-01-06,temperature,0.4442124681092251
433,Auvergne-Rhône-Alpes,2022-01-07,temperature,-0.21263253076362668
434,Auvergne-Rhône-Alpes,2022-01-08,temperature,3.1478483268754145
435,Auvergne-Rhône-Alpes,2022-01-09,temperature,3.0734747286368767
436,Auvergne-Rhône-Alpes,2022-01-10,temperature,1.552589371257747
437,Auvergne-Rhône-Alpes,2022-01-11,temperature,-0.4161303043228808
438,Auvergne-Rhône-Alpes,2022-01-12,temperature,-1.389875389658795
439,Auvergne-Rhône-Alpes,2022-01-13,temperature,-2.322718644691558
440,Auvergne-Rhône-Alpes,2022-01-14,temperature,-1.961615251769528
441,Auvergne-Rhône-Alpes,2022-01-15,temperature,-1.584272168168416
442,Auvergne-Rhône-Alpes,2022-01-16,temperature,-1.4419943062025653
443,Auvergne-Rhône-Alpes,2022-01-17,temperature,0.21370690262631792
444,Auvergne-Rhône-Alpes,2022-01-18,temperature,0.7946342543471603
445,Auvergne-Rhône-Alpes,2022-01-19,temperature,0.18387354953343027
446,Auvergne-Rhône-Alpes,2022-01-20,temperature,1.80523444394159
447,Auvergne-Rhône-Alpes,2022-01-21,temperature,0.13947477066123384
448,Auvergne-Rhône-Alpes,2022-01-22,temperature,-0.08568168177641793
449,Auvergne-Rhône-Alpes,2022-01-23,temperature,0.33482430960857695
450,Auvergne-Rhône-Alpes,2022-01-24,temperature,0.31205619539446905
451,Auvergne-Rhône-Alpes,2022-01-25,temperature,-0.08493851776208246
452,Auvergne-Rhône-Alpes,2022-01-26,temperature,-0.8779737169617802
453,Auvergne-Rhône-Alpes,2022-01-27,temperature,-1.3410598616584257
454,Auvergne-Rhône-Alpes,2022-01-28,temperature,0.6502688410796622
455,Auvergne-Rhône-Alpes,2022-01-29,temperature,1.1044015239715437
456,Auvergne-Rhône-Alpes,2022-01-30,temperature,3.562057334065143
457,Auvergne-Rhône-Alpes,2022-01-31,temperature,2.86201904526437
458,Auvergne-Rhône-Alpes,2022-02-01,temperature,2.007398261754483
459,Auvergne-Rhône-Alpes,2022-02-02,temperature,5.542798434669458
460,Auvergne-Rhône-Alpes,2022-02-03,temperature,5.016301296632757
461,Auvergne-Rhône-Alpes,2022-02-04,temperature,4.879529775933854
462,Auvergne-Rhône-Alpes,2022-02-05,temperature,4.200354489033301
463,Auvergne-Rhône-Alpes,2022-02-06,temperature,2.9458054395355013
464,Auvergne-Rhône-Alpes,2022-02-07,temperature,4.835621387046073
465,Auvergne-Rhône-Alpes,2022-02-08,temperature,2.3397578303924047
466,Auvergne-Rhône-Alpes,2022-02-09,temperature,4.187939077723781
467,Auvergne-Rhône-Alpes,2022-02-10,temperature,6.223392243510217
468,Auvergne-Rhône-Alpes,2022-02-11,temperature,4.2766867312840855
469,Auvergne-Rhône-Alpes,2022-02-12,temperature,1.6171835464451438
470,Auvergne-Rhône-Alpes,2022-02-13,temperature,5.184681181165153
471,Auvergne-Rhône-Alpes,2022-02-14,temperature,5.699914002863851
