longitude,latitude,country
-4.0,50.0,United Kingdom
-4.0,49.0,France
-4.0,48.75,France
-4.0,48.5,France
-4.0,48.25,France
-4.0,48.0,France
-4.0,47.75,France
-4.0,43.5,Spain
-4.0,43.25,Spain
-4.0,43.0,Spain
-4.0,42.75,Spain
-4.0,42.5,Spain
-4.0,42.25,Spain
-4.0,42.0,Spain
-4.0,41.75,Spain
-4.0,41.5,Spain
-4.0,41.25,Spain
-4.0,41.0,Spain
-4.0,40.75,Spain
-4.0,40.5,Spain
-4.0,40.25,Spain
-4.0,40.0,Spain
-4.0,39.75,Spain
-4.0,39.5,Spain
-4.0,39.25,Spain
-4.0,39.0,Spain
-4.0,38.75,Spain
-4.0,38.5,Spain
-4.0,38.25,Spain
-4.0,38.0,Spain
-4.0,37.75,Spain
-4.0,37.5,Spain
-4.0,37.25,Spain
-4.0,37.0,Spain
-4.0,36.75,Spain
-4.0,36.5,Spain
-3.75,56.0,United Kingdom
-3.75,55.75,United Kingdom
-3.75,55.5,United Kingdom
-3.75,55.25,United Kingdom
-3.75,55.0,United Kingdom
-3.75,54.75,United Kingdom
-3.75,54.5,United Kingdom
-3.75,54.25,United Kingdom
-3.75,53.5,United Kingdom
-3.75,53.25,United Kingdom
-3.75,53.0,United Kingdom
-3.75,52.75,United Kingdom
-3.75,52.5,United Kingdom
-3.75,52.25,United Kingdom
-3.75,52.0,United Kingdom
-3.75,51.75,United Kingdom
-3.75,51.5,United Kingdom
-3.75,51.25,United Kingdom
-3.75,51.0,United Kingdom
-3.75,50.75,United Kingdom
-3.75,50.5,United Kingdom
-3.75,50.25,United Kingdom
-3.75,50.0,United Kingdom
-3.75,49.0,France
-3.75,48.75,France
-3.75,48.5,France
-3.75,48.25,France
-3.75,48.0,France
-3.75,47.75,France
-3.75,47.5,France
-3.75,43.5,Spain
-3.75,43.25,Spain
-3.75,43.0,Spain
-3.75,42.75,Spain
-3.75,42.5,Spain
-3.75,42.25,Spain
-3.75,42.0,Spain
-3.75,41.75,Spain
-3.75,41.5,Spain
-3.75,41.25,Spain
-3.75,41.0,Spain
-3.75,40.75,Spain
-3.75,40.5,Spain
-3.75,40.25,Spain
-3.75,40.0,Spain
-3.75,39.75,Spain
-3.75,39.5,Spain
-3.75,39.25,Spain
-3.75,39.0,Spain
-3.75,38.75,Spain
-3.75,38.5,Spain
-3.75,38.25,Spain
-3.75,38.0,Spain
-3.75,37.75,Spain
-3.75,37.5,Spain
-3.75,37.25,Spain
-3.75,37.0,Spain
-3.75,36.75,Spain
-3.75,36.5,Spain
-3.5,56.0,United Kingdom
-3.5,55.75,United Kingdom
-3.5,55.5,United Kingdom
-3.5,55.25,United Kingdom
-3.5,55.0,United Kingdom
-3.5,54.75,United Kingdom
-3.5,54.5,United Kingdom
-3.5,54.25,United Kingdom
-3.5,53.5,United Kingdom
-3.5,53.25,United Kingdom
-3.5,53.0,United Kingdom
-3.5,52.75,United Kingdom
-3.5,52.5,United Kingdom
-3.5,52.25,United Kingdom
-3.5,52.0,United Kingdom
-3.5,51.75,United Kingdom
-3.5,51.5,United Kingdom
-3.5,51.25,United Kingdom
-3.5,51.0,United Kingdom
-3.5,50.75,United Kingdom
-3.5,50.5,United Kingdom
-3.5,50.25,United Kingdom
-3.5,50.0,United Kingdom
-3.5,49.0,France
-3.5,48.75,France
-3.5,48.5,France
-3.5,48.25,France
-3.5,48.0,France
-3.5,47.75,France
-3.5,47.5,France
-3.5,43.5,Spain
-3.5,43.25,Spain
-3.5,43.0,Spain
-3.5,42.75,Spain
-3.5,42.5,Spain
-3.5,42.25,Spain
-3.5,42.0,Spain
-3.5,41.75,Spain
-3.5,41.5,Spain
-3.5,41.25,Spain
-3.5,41.0,Spain
-3.5,40.75,Spain
-3.5,40.5,Spain
-3.5,40.25,Spain
-3.5,40.0,Spain
-3.5,39.75,Spain
-3.5,39.5,Spain
-3.5,39.25,Spain
-3.5,39.0,Spain
-3.5,38.75,Spain
-3.5,38.5,Spain
-3.5,38.25,Spain
-3.5,38.0,Spain
-3.5,37.75,Spain
-3.5,37.5,Spain
-3.5,37.25,Spain
-3.5,37.0,Spain
-3.5,36.75,Spain
-3.5,36.5,Spain
-3.25,56.0,United Kingdom
-3.25,55.75,United Kingdom
-3.25,55.5,United Kingdom
-3.25,55.25,United Kingdom
-3.25,55.0,United Kingdom
-3.25,54.75,United Kingdom
-3.25,54.5,United Kingdom
-3.25,54.25,United Kingdom
-3.25,54.0,United Kingdom
-3.25,53.75,United Kingdom
-3.25,53.5,United Kingdom
-3.25,53.25,United Kingdom
-3.25,53.0,United Kingdom
-3.25,52.75,United Kingdom
-3.25,52.5,United Kingdom
-3.25,52.25,United Kingdom
-3.25,52.0,United Kingdom
-3.25,51.75,United Kingdom
-3.25,51.5,United Kingdom
-3.25,51.25,United Kingdom
-3.25,51.0,United Kingdom
-3.25,50.75,United Kingdom
-3.25,50.5,United Kingdom
-3.25,50.25,United Kingdom
-3.25,49.0,France
-3.25,48.75,France
-3.25,48.5,France
-3.25,48.25,France
-3.25,48.0,France
-3.25,47.75,France
-3.25,47.5,France
-3.25,43.5,Spain
-3.25,43.25,Spain
-3.25,43.0,Spain
-3.25,42.75,Spain
-3.25,42.5,Spain
-3.25,42.25,Spain
-3.25,42.0,Spain
-3.25,41.75,Spain
-3.25,41.5,Spain
-3.25,41.25,Spain
-3.25,41.0,Spain
-3.25,40.75,Spain
-3.25,40.5,Spain
-3.25,40.25,Spain
-3.25,40.0,Spain
-3.25,39.75,Spain
-3.25,39.5,Spain
-3.25,39.25,Spain
-3.25,39.0,Spain
-3.25,38.75,Spain
-3.25,38.5,Spain
-3.25,38.25,Spain
-3.25,38.0,Spain
-3.25,37.75,Spain
-3.25,37.5,Spain
-3.25,37.25,Spain
-3.25,37.0,Spain
-3.25,36.75,Spain
-3.25,36.5,Spain
-3.0,56.0,United Kingdom
-3.0,55.75,United Kingdom
-3.0,55.5,United Kingdom
-3.0,55.25,United Kingdom
-3.0,55.0,United Kingdom
-3.0,54.75,United Kingdom
-3.0,54.5,United Kingdom
-3.0,54.25,United Kingdom
-3.0,54.0,United Kingdom
-3.0,53.75,United Kingdom
-3.0,53.5,United Kingdom
-3.0,53.25,United Kingdom
-3.0,53.0,United Kingdom
-3.0,52.75,United Kingdom
-3.0,52.5,United Kingdom
-3.0,52.25,United Kingdom
-3.0,52.0,United Kingdom
-3.0,51.75,United Kingdom
-3.0,51.5,United Kingdom
-3.0,51.25,United Kingdom
-3.0,51.0,United Kingdom
-3.0,50.75,United Kingdom
-3.0,50.5,United Kingdom
-3.0,50.25,United Kingdom
-3.0,49.0,France
-3.0,48.75,France
-3.0,48.5,France
-3.0,48.25,France
-3.0,48.0,France
-3.0,47.75,France
-3.0,47.5,France
-3.0,47.25,France
-3.0,43.5,Spain
-3.0,43.25,Spain
-3.0,43.0,Spain
-3.0,42.75,Spain
-3.0,42.5,Spain
-3.0,42.25,Spain
-3.0,42.0,Spain
-3.0,41.75,Spain
-3.0,41.5,Spain
-3.0,41.25,Spain
-3.0,41.0,Spain
-3.0,40.75,Spain
-3.0,40.5,Spain
-3.0,40.25,Spain
-3.0,40.0,Spain
-3.0,39.75,Spain
-3.0,39.5,Spain
-3.0,39.25,Spain
-3.0,39.0,Spain
-3.0,38.75,Spain
-3.0,38.5,Spain
-3.0,38.25,Spain
-3.0,38.0,Spain
-3.0,37.75,Spain
-3.0,37.5,Spain
-3.0,37.25,Spain
-3.0,37.0,Spain
-3.0,36.75,Spain
-3.0,36.5,Spain
-2.75,56.0,United Kingdom
-2.75,55.75,United Kingdom
-2.75,55.5,United Kingdom
-2.75,55.25,United Kingdom
-2.75,55.0,United Kingdom
-2.75,54.75,United Kingdom
-2.75,54.5,United Kingdom
-2.75,54.25,United Kingdom
-2.75,54.0,United Kingdom
-2.75,53.75,United Kingdom
-2.75,53.5,United Kingdom
-2.75,53.25,United Kingdom
-2.75,53.0,United Kingdom
-2.75,52.75,United Kingdom
-2.75,52.5,United Kingdom
-2.75,52.25,United Kingdom
-2.75,52.0,United Kingdom
-2.75,51.75,United Kingdom
-2.75,51.5,United Kingdom
-2.75,51.25,United Kingdom
-2.75,51.0,United Kingdom
-2.75,50.75,United Kingdom
-2.75,50.5,United Kingdom
-2.75,49.0,France
-2.75,48.75,France
-2.75,48.5,France
-2.75,48.25,France
-2.75,48.0,France
-2.75,47.75,France
-2.75,47.5,France
-2.75,47.25,France
-2.75,43.5,Spain
-2.75,43.25,Spain
-2.75,43.0,Spain
-2.75,42.75,Spain
-2.75,42.5,Spain
-2.75,42.25,Spain
-2.75,42.0,Spain
-2.75,41.75,Spain
-2.75,41.5,Spain
-2.75,41.25,Spain
-2.75,41.0,Spain
-2.75,40.75,Spain
-2.75,40.5,Spain
-2.75,40.25,Spain
-2.75,40.0,Spain
-2.75,39.75,Spain
-2.75,39.5,Spain
-2.75,39.25,Spain
-2.75,39.0,Spain
-2.75,38.75,Spain
-2.75,38.5,Spain
-2.75,38.25,Spain
-2.75,38.0,Spain
-2.75,37.75,Spain
-2.75,37.5,Spain
-2.75,37.25,Spain
-2.75,37.0,Spain
-2.75,36.75,Spain
-2.75,36.5,Spain
-2.5,56.0,United Kingdom
-2.5,55.75,United Kingdom
-2.5,55.5,United Kingdom
-2.5,55.25,United Kingdom
-2.5,55.0,United Kingdom
-2.5,54.75,United Kingdom
-2.5,54.5,United Kingdom
-2.5,54.25,United Kingdom
-2.5,54.0,United Kingdom
-2.5,53.75,United Kingdom
-2.5,53.5,United Kingdom
-2.5,53.25,United Kingdom
-2.5,53.0,United Kingdom
-2.5,52.75,United Kingdom
-2.5,52.5,United Kingdom
-2.5,52.25,United Kingdom
-2.5,52.0,United Kingdom
-2.5,51.75,United Kingdom
-2.5,51.5,United Kingdom
-2.5,51.25,United Kingdom
-2.5,51.0,United Kingdom
-2.5,50.75,United Kingdom
-2.5,50.5,United Kingdom
-2.5,49.0,France
-2.5,48.75,France
-2.5,48.5,France
-2.5,48.25,France
-2.5,48.0,France
-2.5,47.75,France
-2.5,47.5,France
-2.5,47.25,France
-2.5,47.0,France
-2.5,43.5,Spain
-2.5,43.25,Spain
-2.5,43.0,Spain
-2.5,42.75,Spain
-2.5,42.5,Spain
-2.5,42.25,Spain
-2.5,42.0,Spain
-2.5,41.75,Spain
-2.5,41.5,Spain
-2.5,41.25,Spain
-2.5,41.0,Spain
-2.5,40.75,Spain
-2.5,40.5,Spain
-2.5,40.25,Spain
-2.5,40.0,Spain
-2.5,39.75,Spain
-2.5,39.5,Spain
-2.5,39.25,Spain
-2.5,39.0,Spain
-2.5,38.75,Spain
-2.5,38.5,Spain
-2.5,38.25,Spain
-2.5,38.0,Spain
-2.5,37.75,Spain
-2.5,37.5,Spain
-2.5,37.25,Spain
-2.5,37.0,Spain
-2.5,36.75,Spain
-2.5,36.5,Spain
-2.25,56.0,United Kingdom
-2.25,55.75,United Kingdom
-2.25,55.5,United Kingdom
-2.25,55.25,United Kingdom
-2.25,55.0,United Kingdom
-2.25,54.75,United Kingdom
-2.25,54.5,United Kingdom
-2.25,54.25,United Kingdom
-2.25,54.0,United Kingdom
-2.25,53.75,United Kingdom
-2.25,53.5,United Kingdom
-2.25,53.25,United Kingdom
-2.25,53.0,United Kingdom
-2.25,52.75,United Kingdom
-2.25,52.5,United Kingdom
-2.25,52.25,United Kingdom
-2.25,52.0,United Kingdom
-2.25,51.75,United Kingdom
-2.25,51.5,United Kingdom
-2.25,51.25,United Kingdom
-2.25,51.0,United Kingdom
-2.25,50.75,United Kingdom
-2.25,50.5,United Kingdom
-2.25,49.0,France
-2.25,48.75,France
-2.25,48.5,France
-2.25,48.25,France
-2.25,48.0,France
-2.25,47.75,France
-2.25,47.5,France
-2.25,47.25,France
-2.25,47.0,France
-2.25,46.75,France
-2.25,43.5,Spain
-2.25,43.25,Spain
-2.25,43.0,Spain
-2.25,42.75,Spain
-2.25,42.5,Spain
-2.25,42.25,Spain
-2.25,42.0,Spain
-2.25,41.75,Spain
-2.25,41.5,Spain
-2.25,41.25,Spain
-2.25,41.0,Spain
-2.25,40.75,Spain
-2.25,40.5,Spain
-2.25,40.25,Spain
-2.25,40.0,Spain
-2.25,39.75,Spain
-2.25,39.5,Spain
-2.25,39.25,Spain
-2.25,39.0,Spain
-2.25,38.75,Spain
-2.25,38.5,Spain
-2.25,38.25,Spain
-2.25,38.0,Spain
-2.25,37.75,Spain
-2.25,37.5,Spain
-2.25,37.25,Spain
-2.25,37.0,Spain
-2.25,36.75,Spain
-2.25,36.5,Spain
-2.0,56.0,United Kingdom
-2.0,55.75,United Kingdom
-2.0,55.5,United Kingdom
-2.0,55.25,United Kingdom
-2.0,55.0,United Kingdom
-2.0,54.75,United Kingdom
-2.0,54.5,United Kingdom
-2.0,54.25,United Kingdom
-2.0,54.0,United Kingdom
-2.0,53.75,United Kingdom
-2.0,53.5,United Kingdom
-2.0,53.25,United Kingdom
-2.0,53.0,United Kingdom
-2.0,52.75,United Kingdom
-2.0,52.5,United Kingdom
-2.0,52.25,United Kingdom
-2.0,52.0,United Kingdom
-2.0,51.75,United Kingdom
-2.0,51.5,United Kingdom
-2.0,51.25,United Kingdom
-2.0,51.0,United Kingdom
-2.0,50.75,United Kingdom
-2.0,50.5,United Kingdom
-2.0,50.0,France
-2.0,49.75,France
-2.0,49.5,France
-2.0,49.25,France
-2.0,49.0,France
-2.0,48.75,France
-2.0,48.5,France
-2.0,48.25,France
-2.0,48.0,France
-2.0,47.75,France
-2.0,47.5,France
-2.0,47.25,France
-2.0,47.0,France
-2.0,46.75,France
-2.0,46.5,France
-2.0,43.75,France
-2.0,43.5,Spain
-2.0,43.25,Spain
-2.0,43.0,Spain
-2.0,42.75,Spain
-2.0,42.5,Spain
-2.0,42.25,Spain
-2.0,42.0,Spain
-2.0,41.75,Spain
-2.0,41.5,Spain
-2.0,41.25,Spain
-2.0,41.0,Spain
-2.0,40.75,Spain
-2.0,40.5,Spain
-2.0,40.25,Spain
-2.0,40.0,Spain
-2.0,39.75,Spain
-2.0,39.5,Spain
-2.0,39.25,Spain
-2.0,39.0,Spain
-2.0,38.75,Spain
-2.0,38.5,Spain
-2.0,38.25,Spain
-2.0,38.0,Spain
-2.0,37.75,Spain
-2.0,37.5,Spain
-2.0,37.25,Spain
-2.0,37.0,Spain
-2.0,36.75,Spain
-2.0,36.5,Spain
-1.75,56.0,United Kingdom
-1.75,55.75,United Kingdom
-1.75,55.5,United Kingdom
-1.75,55.25,United Kingdom
-1.75,55.0,United Kingdom
-1.75,54.75,United Kingdom
-1.75,54.5,United Kingdom
-1.75,54.25,United Kingdom
-1.75,54.0,United Kingdom
-1.75,53.75,United Kingdom
-1.75,53.5,United Kingdom
-1.75,53.25,United Kingdom
-1.75,53.0,United Kingdom
-1.75,52.75,United Kingdom
-1.75,52.5,United Kingdom
-1.75,52.25,United Kingdom
-1.75,52.0,United Kingdom
-1.75,51.75,United Kingdom
-1.75,51.5,United Kingdom
-1.75,51.25,United Kingdom
-1.75,51.0,United Kingdom
-1.75,50.75,United Kingdom
-1.75,50.5,United Kingdom
-1.75,50.0,France
-1.75,49.75,France
-1.75,49.5,France
-1.75,49.25,France
-1.75,49.0,France
-1.75,48.75,France
-1.75,48.5,France
-1.75,48.25,France
-1.75,48.0,France
-1.75,47.75,France
-1.75,47.5,France
-1.75,47.25,France
-1.75,47.0,France
-1.75,46.75,France
-1.75,46.5,France
-1.75,46.25,France
-1.75,44.0,France
-1.75,43.75,France
-1.75,43.5,France
-1.75,43.25,Spain
-1.75,43.0,Spain
-1.75,42.75,Spain
-1.75,42.5,Spain
-1.75,42.25,Spain
-1.75,42.0,Spain
-1.75,41.75,Spain
-1.75,41.5,Spain
-1.75,41.25,Spain
-1.75,41.0,Spain
-1.75,40.75,Spain
-1.75,40.5,Spain
-1.75,40.25,Spain
-1.75,40.0,Spain
-1.75,39.75,Spain
-1.75,39.5,Spain
-1.75,39.25,Spain
-1.75,39.0,Spain
-1.75,38.75,Spain
-1.75,38.5,Spain
-1.75,38.25,Spain
-1.75,38.0,Spain
-1.75,37.75,Spain
-1.75,37.5,Spain
-1.75,37.25,Spain
-1.75,37.0,Spain
-1.75,36.75,Spain
-1.5,55.5,United Kingdom
-1.5,55.25,United Kingdom
-1.5,55.0,United Kingdom
-1.5,54.75,United Kingdom
-1.5,54.5,United Kingdom
-1.5,54.25,United Kingdom
-1.5,54.0,United Kingdom
-1.5,53.75,United Kingdom
-1.5,53.5,United Kingdom
-1.5,53.25,United Kingdom
-1.5,53.0,United Kingdom
-1.5,52.75,United Kingdom
-1.5,52.5,United Kingdom
-1.5,52.25,United Kingdom
-1.5,52.0,United Kingdom
-1.5,51.75,United Kingdom
-1.5,51.5,United Kingdom
-1.5,51.25,United Kingdom
-1.5,51.0,United Kingdom
-1.5,50.75,United Kingdom
-1.5,50.5,United Kingdom
-1.5,49.75,France
-1.5,49.5,France
-1.5,49.25,France
-1.5,49.0,France
-1.5,48.75,France
-1.5,48.5,France
-1.5,48.25,France
-1.5,48.0,France
-1.5,47.75,France
-1.5,47.5,France
-1.5,47.25,France
-1.5,47.0,France
-1.5,46.75,France
-1.5,46.5,France
-1.5,46.25,France
-1.5,46.0,France
-1.5,45.5,France
-1.5,45.25,France
-1.5,45.0,France
-1.5,44.75,France
-1.5,44.5,France
-1.5,44.25,France
-1.5,44.0,France
-1.5,43.75,France
-1.5,43.5,France
-1.5,43.25,France
-1.5,43.0,Spain
-1.5,42.75,Spain
-1.5,42.5,Spain
-1.5,42.25,Spain
-1.5,42.0,Spain
-1.5,41.75,Spain
-1.5,41.5,Spain
-1.5,41.25,Spain
-1.5,41.0,Spain
-1.5,40.75,Spain
-1.5,40.5,Spain
-1.5,40.25,Spain
-1.5,40.0,Spain
-1.5,39.75,Spain
-1.5,39.5,Spain
-1.5,39.25,Spain
-1.5,39.0,Spain
-1.5,38.75,Spain
-1.5,38.5,Spain
-1.5,38.25,Spain
-1.5,38.0,Spain
-1.5,37.75,Spain
-1.5,37.5,Spain
-1.5,37.25,Spain
-1.5,37.0,Spain
-1.25,55.25,United Kingdom
-1.25,55.0,United Kingdom
-1.25,54.75,United Kingdom
-1.25,54.5,United Kingdom
-1.25,54.25,United Kingdom
-1.25,54.0,United Kingdom
-1.25,53.75,United Kingdom
-1.25,53.5,United Kingdom
-1.25,53.25,United Kingdom
-1.25,53.0,United Kingdom
-1.25,52.75,United Kingdom
-1.25,52.5,United Kingdom
-1.25,52.25,United Kingdom
-1.25,52.0,United Kingdom
-1.25,51.75,United Kingdom
-1.25,51.5,United Kingdom
-1.25,51.25,United Kingdom
-1.25,51.0,United Kingdom
-1.25,50.75,United Kingdom
-1.25,50.5,United Kingdom
-1.25,49.75,France
-1.25,49.5,France
-1.25,49.25,France
-1.25,49.0,France
-1.25,48.75,France
-1.25,48.5,France
-1.25,48.25,France
-1.25,48.0,France
-1.25,47.75,France
-1.25,47.5,France
-1.25,47.25,France
-1.25,47.0,France
-1.25,46.75,France
-1.25,46.5,France
-1.25,46.25,France
-1.25,46.0,France
-1.25,45.75,France
-1.25,45.5,France
-1.25,45.25,France
-1.25,45.0,France
-1.25,44.75,France
-1.25,44.5,France
-1.25,44.25,France
-1.25,44.0,France
-1.25,43.75,France
-1.25,43.5,France
-1.25,43.25,France
-1.25,43.0,France
-1.25,42.75,Spain
-1.25,42.5,Spain
-1.25,42.25,Spain
-1.25,42.0,Spain
-1.25,41.75,Spain
-1.25,41.5,Spain
-1.25,41.25,Spain
-1.25,41.0,Spain
-1.25,40.75,Spain
-1.25,40.5,Spain
-1.25,40.25,Spain
-1.25,40.0,Spain
-1.25,39.75,Spain
-1.25,39.5,Spain
-1.25,39.25,Spain
-1.25,39.0,Spain
-1.25,38.75,Spain
-1.25,38.5,Spain
-1.25,38.25,Spain
-1.25,38.0,Spain
-1.25,37.75,Spain
-1.25,37.5,Spain
-1.25,37.25,Spain
-1.0,55.0,United Kingdom
-1.0,54.75,United Kingdom
-1.0,54.5,United Kingdom
-1.0,54.25,United Kingdom
-1.0,54.0,United Kingdom
-1.0,53.75,United Kingdom
-1.0,53.5,United Kingdom
-1.0,53.25,United Kingdom
-1.0,53.0,United Kingdom
-1.0,52.75,United Kingdom
-1.0,52.5,United Kingdom
-1.0,52.25,United Kingdom
-1.0,52.0,United Kingdom
-1.0,51.75,United Kingdom
-1.0,51.5,United Kingdom
-1.0,51.25,United Kingdom
-1.0,51.0,United Kingdom
-1.0,50.75,United Kingdom
-1.0,50.5,United Kingdom
-1.0,49.5,France
-1.0,49.25,France
-1.0,49.0,France
-1.0,48.75,France
-1.0,48.5,France
-1.0,48.25,France
-1.0,48.0,France
-1.0,47.75,France
-1.0,47.5,France
-1.0,47.25,France
-1.0,47.0,France
-1.0,46.75,France
-1.0,46.5,France
-1.0,46.25,France
-1.0,46.0,France
-1.0,45.75,France
-1.0,45.5,France
-1.0,45.25,France
-1.0,45.0,France
-1.0,44.75,France
-1.0,44.5,France
-1.0,44.25,France
-1.0,44.0,France
-1.0,43.75,France
-1.0,43.5,France
-1.0,43.25,France
-1.0,43.0,France
-1.0,42.75,Spain
-1.0,42.5,Spain
-1.0,42.25,Spain
-1.0,42.0,Spain
-1.0,41.75,Spain
-1.0,41.5,Spain
-1.0,41.25,Spain
-1.0,41.0,Spain
-1.0,40.75,Spain
-1.0,40.5,Spain
-1.0,40.25,Spain
-1.0,40.0,Spain
-1.0,39.75,Spain
-1.0,39.5,Spain
-1.0,39.25,Spain
-1.0,39.0,Spain
-1.0,38.75,Spain
-1.0,38.5,Spain
-1.0,38.25,Spain
-1.0,38.0,Spain
-1.0,37.75,Spain
-1.0,37.5,Spain
-1.0,37.25,Spain
-1.0,36.0,Algeria
-0.75,54.75,United Kingdom
-0.75,54.5,United Kingdom
-0.75,54.25,United Kingdom
-0.75,54.0,United Kingdom
-0.75,53.75,United Kingdom
-0.75,53.5,United Kingdom
-0.75,53.25,United Kingdom
-0.75,53.0,United Kingdom
-0.75,52.75,United Kingdom
-0.75,52.5,United Kingdom
-0.75,52.25,United Kingdom
-0.75,52.0,United Kingdom
-0.75,51.75,United Kingdom
-0.75,51.5,United Kingdom
-0.75,51.25,United Kingdom
-0.75,51.0,United Kingdom
-0.75,50.75,United Kingdom
-0.75,50.5,United Kingdom
-0.75,49.75,France
-0.75,49.5,France
-0.75,49.25,France
-0.75,49.0,France
-0.75,48.75,France
-0.75,48.5,France
-0.75,48.25,France
-0.75,48.0,France
-0.75,47.75,France
-0.75,47.5,France
-0.75,47.25,France
-0.75,47.0,France
-0.75,46.75,France
-0.75,46.5,France
-0.75,46.25,France
-0.75,46.0,France
-0.75,45.75,France
-0.75,45.5,France
-0.75,45.25,France
-0.75,45.0,France
-0.75,44.75,France
-0.75,44.5,France
-0.75,44.25,France
-0.75,44.0,France
-0.75,43.75,France
-0.75,43.5,France
-0.75,43.25,France
-0.75,43.0,France
-0.75,42.75,Spain
-0.75,42.5,Spain
-0.75,42.25,Spain
-0.75,42.0,Spain
-0.75,41.75,Spain
-0.75,41.5,Spain
-0.75,41.25,Spain
-0.75,41.0,Spain
-0.75,40.75,Spain
-0.75,40.5,Spain
-0.75,40.25,Spain
-0.75,40.0,Spain
-0.75,39.75,Spain
-0.75,39.5,Spain
-0.75,39.25,Spain
-0.75,39.0,Spain
-0.75,38.75,Spain
-0.75,38.5,Spain
-0.75,38.25,Spain
-0.75,38.0,Spain
-0.75,37.75,Spain
-0.75,37.5,Spain
-0.75,36.0,Algeria
-0.5,54.75,United Kingdom
-0.5,54.5,United Kingdom
-0.5,54.25,United Kingdom
-0.5,54.0,United Kingdom
-0.5,53.75,United Kingdom
-0.5,53.5,United Kingdom
-0.5,53.25,United Kingdom
-0.5,53.0,United Kingdom
-0.5,52.75,United Kingdom
-0.5,52.5,United Kingdom
-0.5,52.25,United Kingdom
-0.5,52.0,United Kingdom
-0.5,51.75,United Kingdom
-0.5,51.5,United Kingdom
-0.5,51.25,United Kingdom
-0.5,51.0,United Kingdom
-0.5,50.75,United Kingdom
-0.5,49.75,France
-0.5,49.5,France
-0.5,49.25,France
-0.5,49.0,France
-0.5,48.75,France
-0.5,48.5,France
-0.5,48.25,France
-0.5,48.0,France
-0.5,47.75,France
-0.5,47.5,France
-0.5,47.25,France
-0.5,47.0,France
-0.5,46.75,France
-0.5,46.5,France
-0.5,46.25,France
-0.5,46.0,France
-0.5,45.75,France
-0.5,45.5,France
-0.5,45.25,France
-0.5,45.0,France
-0.5,44.75,France
-0.5,44.5,France
-0.5,44.25,France
-0.5,44.0,France
-0.5,43.75,France
-0.5,43.5,France
-0.5,43.25,France
-0.5,43.0,France
-0.5,42.75,Spain
-0.5,42.5,Spain
-0.5,42.25,Spain
-0.5,42.0,Spain
-0.5,41.75,Spain
-0.5,41.5,Spain
-0.5,41.25,Spain
-0.5,41.0,Spain
-0.5,40.75,Spain
-0.5,40.5,Spain
-0.5,40.25,Spain
-0.5,40.0,Spain
-0.5,39.75,Spain
-0.5,39.5,Spain
-0.5,39.25,Spain
-0.5,39.0,Spain
-0.5,38.75,Spain
-0.5,38.5,Spain
-0.5,38.25,Spain
-0.5,38.0,Spain
-0.5,37.75,Spain
-0.5,37.5,Spain
-0.5,36.0,Algeria
-0.25,54.5,United Kingdom
-0.25,54.25,United Kingdom
-0.25,54.0,United Kingdom
-0.25,53.75,United Kingdom
-0.25,53.5,United Kingdom
-0.25,53.25,United Kingdom
-0.25,53.0,United Kingdom
-0.25,52.75,United Kingdom
-0.25,52.5,United Kingdom
-0.25,52.25,United Kingdom
-0.25,52.0,United Kingdom
-0.25,51.75,United Kingdom
-0.25,51.5,United Kingdom
-0.25,51.25,United Kingdom
-0.25,51.0,United Kingdom
-0.25,50.75,United Kingdom
-0.25,49.75,France
-0.25,49.5,France
-0.25,49.25,France
-0.25,49.0,France
-0.25,48.75,France
-0.25,48.5,France
-0.25,48.25,France
-0.25,48.0,France
-0.25,47.75,France
-0.25,47.5,France
-0.25,47.25,France
-0.25,47.0,France
-0.25,46.75,France
-0.25,46.5,France
-0.25,46.25,France
-0.25,46.0,France
-0.25,45.75,France
-0.25,45.5,France
-0.25,45.25,France
-0.25,45.0,France
-0.25,44.75,France
-0.25,44.5,France
-0.25,44.25,France
-0.25,44.0,France
-0.25,43.75,France
-0.25,43.5,France
-0.25,43.25,France
-0.25,43.0,France
-0.25,42.75,France
-0.25,42.5,Spain
-0.25,42.25,Spain
-0.25,42.0,Spain
-0.25,41.75,Spain
-0.25,41.5,Spain
-0.25,41.25,Spain
-0.25,41.0,Spain
-0.25,40.75,Spain
-0.25,40.5,Spain
-0.25,40.25,Spain
-0.25,40.0,Spain
-0.25,39.75,Spain
-0.25,39.5,Spain
-0.25,39.25,Spain
-0.25,39.0,Spain
-0.25,38.75,Spain
-0.25,38.5,Spain
-0.25,38.25,Spain
-0.25,38.0,Spain
-0.25,36.0,Algeria
0.0,54.25,United Kingdom
0.0,54.0,United Kingdom
0.0,53.75,United Kingdom
0.0,53.5,United Kingdom
0.0,53.25,United Kingdom
0.0,53.0,United Kingdom
0.0,52.75,United Kingdom
0.0,52.5,United Kingdom
0.0,52.25,United Kingdom
0.0,52.0,United Kingdom
0.0,51.75,United Kingdom
0.0,51.5,United Kingdom
0.0,51.25,United Kingdom
0.0,51.0,United Kingdom
0.0,50.75,United Kingdom
0.0,50.0,France
0.0,49.75,France
0.0,49.5,France
0.0,49.25,France
0.0,49.0,France
0.0,48.75,France
0.0,48.5,France
0.0,48.25,France
0.0,48.0,France
0.0,47.75,France
0.0,47.5,France
0.0,47.25,France
0.0,47.0,France
0.0,46.75,France
0.0,46.5,France
0.0,46.25,France
0.0,46.0,France
0.0,45.75,France
0.0,45.5,France
